지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
90,속초,2016-01-01,32
90,속초,2016-01-02,29
90,속초,2016-01-03,68
90,속초,2016-01-04,50
90,속초,2016-01-05,13
90,속초,2016-01-06,23
90,속초,2016-01-07,22
90,속초,2016-01-08,16
90,속초,2016-01-09,16
90,속초,2016-01-10,19
90,속초,2016-01-11,18
90,속초,2016-01-12,20
90,속초,2016-01-13,20
90,속초,2016-01-14,22
90,속초,2016-01-15,23
90,속초,2016-01-16,32
90,속초,2016-01-17,41
90,속초,2016-01-18,41
90,속초,2016-01-19,26
90,속초,2016-01-20,24
90,속초,2016-01-21,33
90,속초,2016-01-22,28
90,속초,2016-01-23,19
90,속초,2016-01-24,28
90,속초,2016-01-25,25
90,속초,2016-01-26,37
90,속초,2016-01-27,34
90,속초,2016-01-28,28
90,속초,2016-01-29,30
90,속초,2016-01-30,17
90,속초,2016-01-31,32
90,속초,2016-02-01,29
90,속초,2016-02-02,26
90,속초,2016-02-03,29
90,속초,2016-02-04,31
90,속초,2016-02-05,24
90,속초,2016-02-06,26
90,속초,2016-02-07,28
90,속초,2016-02-08,35
90,속초,2016-02-09,25
90,속초,2016-02-10,18
90,속초,2016-02-11,26
90,속초,2016-02-12,33
90,속초,2016-02-13,24
90,속초,2016-02-14,16
90,속초,2016-02-15,18
90,속초,2016-02-16,19
90,속초,2016-02-17,25
90,속초,2016-02-18,39
90,속초,2016-02-19,41
90,속초,2016-02-20,34
90,속초,2016-02-21,21
90,속초,2016-02-22,27
90,속초,2016-02-23,50
90,속초,2016-02-24,23
90,속초,2016-02-25,30
90,속초,2016-02-26,22
90,속초,2016-02-27,35
90,속초,2016-02-28,37
90,속초,2016-02-29,44
90,속초,2016-03-01,31
90,속초,2016-03-02,55
90,속초,2016-03-03,56
90,속초,2016-03-04,63
90,속초,2016-03-05,30
90,속초,2016-03-06,23
90,속초,2016-03-07,49
90,속초,2016-03-08,50
90,속초,2016-03-09,23
90,속초,2016-03-10,29
90,속초,2016-03-11,26
90,속초,2016-03-12,42
90,속초,2016-03-13,55
90,속초,2016-03-14,40
90,속초,2016-03-15,36
90,속초,2016-03-16,48
90,속초,2016-03-17,28
90,속초,2016-03-18,28
90,속초,2016-03-19,62
90,속초,2016-03-20,37
90,속초,2016-03-21,29
90,속초,2016-03-22,41
90,속초,2016-03-23,25
90,속초,2016-03-24,20
90,속초,2016-03-25,19
90,속초,2016-03-26,40
90,속초,2016-03-27,56
90,속초,2016-03-28,55
90,속초,2016-03-29,61
90,속초,2016-03-30,55
90,속초,2016-03-31,40
90,속초,2016-04-01,42
90,속초,2016-04-02,38
90,속초,2016-04-03,31
90,속초,2016-04-04,21
90,속초,2016-04-05,44
90,속초,2016-04-06,59
90,속초,2016-04-07,30
90,속초,2016-04-08,53
90,속초,2016-04-09,92
90,속초,2016-04-10,61
90,속초,2016-04-11,33
90,속초,2016-04-12,38
90,속초,2016-04-13,36
90,속초,2016-04-14,47
90,속초,2016-04-15,34
90,속초,2016-04-16,39
90,속초,2016-04-17,32
90,속초,2016-04-18,71
90,속초,2016-04-19,35
90,속초,2016-04-20,31
90,속초,2016-04-21,22
90,속초,2016-04-22,72
90,속초,2016-04-23,137
90,속초,2016-04-24,62
90,속초,2016-04-25,54
90,속초,2016-04-26,50
90,속초,2016-04-27,37
90,속초,2016-04-28,26
90,속초,2016-04-29,26
90,속초,2016-04-30,55
90,속초,2016-05-01,38
90,속초,2016-05-02,22
90,속초,2016-05-03,20
90,속초,2016-05-10,28
90,속초,2016-05-11,24
90,속초,2016-05-12,48
90,속초,2016-05-13,28
90,속초,2016-05-14,19
90,속초,2016-05-15,20
90,속초,2016-05-16,40
90,속초,2016-05-17,36
90,속초,2016-05-18,37
90,속초,2016-05-19,27
90,속초,2016-05-20,22
90,속초,2016-05-21,26
90,속초,2016-05-22,32
90,속초,2016-05-23,29
90,속초,2016-05-24,27
90,속초,2016-05-25,55
90,속초,2016-05-26,69
90,속초,2016-05-27,48
90,속초,2016-05-28,42
90,속초,2016-05-29,38
90,속초,2016-05-30,33
90,속초,2016-05-31,55
90,속초,2016-06-01,32
90,속초,2016-06-02,23
90,속초,2016-06-03,32
90,속초,2016-06-04,29
90,속초,2016-06-05,25
90,속초,2016-06-06,22
90,속초,2016-06-07,21
90,속초,2016-06-08,16
90,속초,2016-06-09,17
90,속초,2016-06-10,24
90,속초,2016-06-11,38
90,속초,2016-06-12,27
90,속초,2016-06-13,15
90,속초,2016-06-14,15
90,속초,2016-06-15,19
90,속초,2016-06-16,21
90,속초,2016-06-17,35
90,속초,2016-06-18,44
90,속초,2016-06-19,27
90,속초,2016-06-20,25
90,속초,2016-06-21,22
90,속초,2016-06-22,17
90,속초,2016-06-23,21
90,속초,2016-06-24,19
90,속초,2016-06-25,20
90,속초,2016-06-26,29
90,속초,2016-06-27,42
90,속초,2016-06-28,25
90,속초,2016-06-29,24
90,속초,2016-06-30,20
90,속초,2016-07-01,26
90,속초,2016-07-02,18
90,속초,2016-07-03,19
90,속초,2016-07-04,18
90,속초,2016-07-06,19
90,속초,2016-07-07,12
90,속초,2016-07-08,15
90,속초,2016-07-09,20
90,속초,2016-07-10,24
90,속초,2016-07-11,16
90,속초,2016-07-12,30
90,속초,2016-07-13,14
90,속초,2016-07-14,10
90,속초,2016-07-15,17
90,속초,2016-07-16,13
90,속초,2016-07-17,11
90,속초,2016-07-19,11
90,속초,2016-07-20,12
90,속초,2016-07-21,13
90,속초,2016-07-22,15
90,속초,2016-07-23,16
90,속초,2016-07-24,12
90,속초,2016-07-25,16
90,속초,2016-07-26,15
90,속초,2016-07-27,24
90,속초,2016-07-28,27
90,속초,2016-07-29,35
90,속초,2016-07-30,33
90,속초,2016-07-31,29
90,속초,2016-08-01,21
90,속초,2016-08-02,24
90,속초,2016-08-03,22
90,속초,2016-08-04,18
90,속초,2016-08-05,20
90,속초,2016-08-06,20
90,속초,2016-08-07,30
90,속초,2016-08-08,26
90,속초,2016-08-09,17
90,속초,2016-08-10,24
90,속초,2016-08-11,30
90,속초,2016-08-12,29
90,속초,2016-08-13,29
90,속초,2016-08-14,27
90,속초,2016-08-15,25
90,속초,2016-08-16,18
90,속초,2016-08-17,13
90,속초,2016-08-18,14
90,속초,2016-08-19,17
90,속초,2016-08-20,17
90,속초,2016-08-21,12
90,속초,2016-08-22,13
90,속초,2016-08-23,10
90,속초,2016-08-24,16
90,속초,2016-08-26,19
90,속초,2016-08-27,13
90,속초,2016-08-29,24
90,속초,2016-08-30,27
90,속초,2016-09-01,36
90,속초,2016-09-02,32
90,속초,2016-09-03,11
90,속초,2016-09-04,16
90,속초,2016-09-05,14
90,속초,2016-09-06,25
90,속초,2016-09-07,38
90,속초,2016-09-08,26
90,속초,2016-09-09,27
90,속초,2016-09-10,18
90,속초,2016-09-11,14
90,속초,2016-09-12,13
90,속초,2016-09-13,13
90,속초,2016-09-14,13
90,속초,2016-09-15,22
90,속초,2016-09-16,27
90,속초,2016-09-17,16
90,속초,2016-09-18,21
90,속초,2016-09-19,14
90,속초,2016-09-20,20
90,속초,2016-09-21,30
90,속초,2016-09-22,40
90,속초,2016-09-23,32
90,속초,2016-09-24,32
90,속초,2016-09-25,31
90,속초,2016-09-26,40
90,속초,2016-09-27,31
90,속초,2016-09-28,18
90,속초,2016-09-29,14
90,속초,2016-09-30,17
90,속초,2016-10-01,22
90,속초,2016-10-02,24
90,속초,2016-10-03,11
90,속초,2016-10-04,22
90,속초,2016-10-05,19
90,속초,2016-10-06,20
90,속초,2016-10-07,22
90,속초,2016-10-08,14
90,속초,2016-10-09,13
90,속초,2016-10-10,20
90,속초,2016-10-11,33
90,속초,2016-10-12,26
90,속초,2016-10-13,24
90,속초,2016-10-14,59
90,속초,2016-10-15,53
90,속초,2016-10-16,40
90,속초,2016-10-17,35
90,속초,2016-10-18,33
90,속초,2016-10-19,28
90,속초,2016-10-20,42
90,속초,2016-10-21,17
90,속초,2016-10-22,19
90,속초,2016-10-23,20
90,속초,2016-10-24,18
90,속초,2016-10-25,13
90,속초,2016-10-26,27
90,속초,2016-10-27,29
90,속초,2016-10-28,25
90,속초,2016-10-29,27
90,속초,2016-10-30,23
90,속초,2016-10-31,22
90,속초,2016-11-01,22
90,속초,2016-11-02,20
90,속초,2016-11-03,26
90,속초,2016-11-04,44
90,속초,2016-11-05,47
90,속초,2016-11-06,22
90,속초,2016-11-07,22
90,속초,2016-11-08,25
90,속초,2016-11-09,24
90,속초,2016-11-10,33
90,속초,2016-11-11,30
90,속초,2016-11-12,56
90,속초,2016-11-13,55
90,속초,2016-11-15,55
90,속초,2016-11-16,41
90,속초,2016-11-17,51
90,속초,2016-11-18,58
90,속초,2016-11-19,53
90,속초,2016-11-24,16
90,속초,2016-11-25,18
90,속초,2016-11-26,27
90,속초,2016-11-27,43
90,속초,2016-11-28,67
90,속초,2016-12-01,33
90,속초,2016-12-02,16
90,속초,2016-12-03,22
90,속초,2016-12-04,24
90,속초,2016-12-05,47
90,속초,2016-12-06,21
90,속초,2016-12-09,22
90,속초,2016-12-10,20
90,속초,2016-12-11,13
90,속초,2016-12-12,19
90,속초,2016-12-13,26
90,속초,2016-12-16,21
90,속초,2016-12-17,38
90,속초,2016-12-18,28
90,속초,2016-12-19,26
90,속초,2016-12-20,28
90,속초,2016-12-24,40
90,속초,2016-12-25,24
90,속초,2016-12-26,24
90,속초,2016-12-27,13
90,속초,2016-12-28,21
90,속초,2016-12-29,23
90,속초,2016-12-30,19
90,속초,2016-12-31,29
90,속초,2017-01-01,49
90,속초,2017-01-02,39
90,속초,2017-01-04,35
90,속초,2017-01-05,14
90,속초,2017-01-06,12
90,속초,2017-01-07,20
90,속초,2017-01-08,9
90,속초,2017-01-11,17
90,속초,2017-01-12,22
90,속초,2017-01-13,17
90,속초,2017-01-14,25
90,속초,2017-01-15,14
90,속초,2017-01-16,24
90,속초,2017-01-17,15
90,속초,2017-01-18,62
90,속초,2017-01-19,51
90,속초,2017-01-20,43
90,속초,2017-01-21,34
90,속초,2017-01-22,47
90,속초,2017-01-23,36
90,속초,2017-01-24,24
90,속초,2017-01-25,22
90,속초,2017-01-27,50
90,속초,2017-01-28,25
90,속초,2017-01-29,17
90,속초,2017-01-30,31
90,속초,2017-01-31,27
90,속초,2017-02-01,21
90,속초,2017-02-02,20
90,속초,2017-02-03,27
90,속초,2017-02-04,51
90,속초,2017-02-05,16
90,속초,2017-02-06,44
90,속초,2017-02-07,25
90,속초,2017-02-09,38
90,속초,2017-02-10,29
90,속초,2017-02-11,22
90,속초,2017-02-12,23
90,속초,2017-02-13,28
90,속초,2017-02-14,34
90,속초,2017-02-15,53
90,속초,2017-02-16,45
90,속초,2017-02-17,34
90,속초,2017-02-18,25
90,속초,2017-02-19,35
90,속초,2017-02-20,38
90,속초,2017-02-22,24
90,속초,2017-02-23,22
90,속초,2017-02-24,19
90,속초,2017-02-25,22
90,속초,2017-02-26,24
90,속초,2017-02-27,21
90,속초,2017-02-28,37
90,속초,2017-03-01,56
90,속초,2017-03-02,28
90,속초,2017-03-03,36
90,속초,2017-03-04,52
90,속초,2017-03-05,49
90,속초,2017-03-06,37
90,속초,2017-03-07,24
90,속초,2017-03-08,32
90,속초,2017-03-09,33
90,속초,2017-03-10,32
90,속초,2017-03-11,32
90,속초,2017-03-12,52
90,속초,2017-03-13,37
90,속초,2017-03-14,32
90,속초,2017-03-15,36
90,속초,2017-03-16,32
90,속초,2017-03-17,38
90,속초,2017-03-18,55
90,속초,2017-03-19,62
90,속초,2017-03-20,48
90,속초,2017-03-21,41
90,속초,2017-03-22,34
90,속초,2017-03-23,41
90,속초,2017-03-24,27
90,속초,2017-03-25,23
90,속초,2017-03-26,24
90,속초,2017-03-27,40
90,속초,2017-03-28,54
90,속초,2017-03-29,55
90,속초,2017-03-30,49
90,속초,2017-03-31,26
90,속초,2017-04-01,15
90,속초,2017-04-02,23
90,속초,2017-04-03,44
90,속초,2017-04-04,51
90,속초,2017-04-05,37
90,속초,2017-04-06,20
90,속초,2017-04-07,24
90,속초,2017-04-08,43
90,속초,2017-04-09,37
90,속초,2017-04-10,27
90,속초,2017-04-11,21
90,속초,2017-04-13,56
90,속초,2017-04-14,34
90,속초,2017-04-15,54
90,속초,2017-04-16,47
90,속초,2017-04-17,35
90,속초,2017-04-18,37
90,속초,2017-04-19,41
90,속초,2017-04-20,42
90,속초,2017-04-21,48
90,속초,2017-04-22,33
90,속초,2017-04-23,36
90,속초,2017-04-24,40
90,속초,2017-04-25,29
90,속초,2017-04-26,25
90,속초,2017-04-27,30
90,속초,2017-04-28,53
90,속초,2017-04-29,49
90,속초,2017-04-30,73
90,속초,2017-05-01,41
90,속초,2017-05-02,23
90,속초,2017-05-03,34
90,속초,2017-05-04,51
90,속초,2017-05-05,53
90,속초,2017-05-06,124
90,속초,2017-05-07,66
90,속초,2017-05-08,86
90,속초,2017-05-09,31
90,속초,2017-05-10,23
90,속초,2017-05-11,48
90,속초,2017-05-12,51
90,속초,2017-05-13,35
90,속초,2017-05-14,36
90,속초,2017-05-15,35
90,속초,2017-05-16,23
90,속초,2017-05-17,23
90,속초,2017-05-18,42
90,속초,2017-05-19,36
90,속초,2017-05-20,38
90,속초,2017-05-21,43
90,속초,2017-05-22,33
90,속초,2017-05-23,24
90,속초,2017-05-24,17
90,속초,2017-05-25,20
90,속초,2017-05-26,36
90,속초,2017-05-27,27
90,속초,2017-05-28,31
90,속초,2017-05-29,60
90,속초,2017-05-30,54
90,속초,2017-05-31,30
90,속초,2017-06-01,28
90,속초,2017-06-03,40
90,속초,2017-06-04,24
90,속초,2017-06-05,19
90,속초,2017-06-06,15
90,속초,2017-06-07,12
90,속초,2017-06-08,29
90,속초,2017-06-09,31
90,속초,2017-06-10,30
90,속초,2017-06-11,25
90,속초,2017-06-12,14
90,속초,2017-06-13,21
90,속초,2017-06-14,28
90,속초,2017-06-15,27
90,속초,2017-06-16,16
90,속초,2017-06-17,19
90,속초,2017-06-18,21
90,속초,2017-06-19,24
90,속초,2017-06-20,33
90,속초,2017-06-21,38
90,속초,2017-06-22,38
90,속초,2017-06-23,33
90,속초,2017-06-24,36
90,속초,2017-06-25,28
90,속초,2017-06-26,15
90,속초,2017-06-27,17
90,속초,2017-06-28,19
90,속초,2017-06-29,25
90,속초,2017-06-30,33
90,속초,2017-07-01,32
90,속초,2017-07-02,16
90,속초,2017-07-04,13
90,속초,2017-07-05,17
90,속초,2017-07-06,20
90,속초,2017-07-07,18
90,속초,2017-07-08,20
90,속초,2017-07-09,22
90,속초,2017-07-10,25
90,속초,2017-07-11,16
90,속초,2017-07-12,39
90,속초,2017-07-13,32
90,속초,2017-07-14,36
90,속초,2017-07-15,18
90,속초,2017-07-16,12
90,속초,2017-07-17,17
90,속초,2017-07-18,14
90,속초,2017-07-19,20
90,속초,2017-07-20,29
90,속초,2017-07-21,37
90,속초,2017-07-22,14
90,속초,2017-07-24,7
90,속초,2017-07-25,14
90,속초,2017-07-26,17
90,속초,2017-07-27,21
90,속초,2017-07-28,15
90,속초,2017-07-29,11
90,속초,2017-07-30,18
90,속초,2017-07-31,8
90,속초,2017-08-01,11
90,속초,2017-08-02,10
90,속초,2017-08-03,14
90,속초,2017-08-04,16
90,속초,2017-08-05,19
90,속초,2017-08-06,19
90,속초,2017-08-07,13
90,속초,2017-08-08,22
90,속초,2017-08-09,25
90,속초,2017-08-10,10
90,속초,2017-08-11,15
90,속초,2017-08-12,13
90,속초,2017-08-13,14
90,속초,2017-08-14,11
90,속초,2017-08-15,12
90,속초,2017-08-16,10
90,속초,2017-08-17,7
90,속초,2017-08-18,10
90,속초,2017-08-19,10
90,속초,2017-08-20,9
90,속초,2017-08-21,12
90,속초,2017-08-23,20
90,속초,2017-08-26,17
90,속초,2017-08-27,19
90,속초,2017-08-28,20
90,속초,2017-08-29,20
90,속초,2017-08-30,18
90,속초,2017-08-31,26
90,속초,2017-09-01,14
90,속초,2017-09-04,18
90,속초,2017-09-05,21
90,속초,2017-09-06,21
90,속초,2017-09-07,24
90,속초,2017-09-08,28
90,속초,2017-09-09,28
90,속초,2017-09-10,35
90,속초,2017-09-11,15
90,속초,2017-09-12,16
90,속초,2017-09-13,21
90,속초,2017-09-14,19
90,속초,2017-09-15,13
90,속초,2017-09-18,18
90,속초,2017-09-19,30
90,속초,2017-09-20,20
90,속초,2017-09-21,17
90,속초,2017-09-22,18
90,속초,2017-09-23,33
90,속초,2017-09-24,47
90,속초,2017-09-25,32
90,속초,2017-09-26,34
90,속초,2017-09-27,31
90,속초,2017-09-28,18
90,속초,2017-09-29,17
90,속초,2017-09-30,33
90,속초,2017-10-01,25
90,속초,2017-10-02,21
90,속초,2017-10-03,20
90,속초,2017-10-04,13
90,속초,2017-10-05,17
90,속초,2017-10-06,10
90,속초,2017-10-07,17
90,속초,2017-10-08,12
90,속초,2017-10-09,14
90,속초,2017-10-11,18
90,속초,2017-10-12,19
90,속초,2017-10-13,14
90,속초,2017-10-14,16
90,속초,2017-10-15,19
90,속초,2017-10-16,22
90,속초,2017-10-17,24
90,속초,2017-10-18,20
90,속초,2017-10-19,14
90,속초,2017-10-20,15
90,속초,2017-10-21,20
90,속초,2017-10-22,32
90,속초,2017-10-23,55
90,속초,2017-10-24,31
90,속초,2017-10-25,26
90,속초,2017-10-26,27
90,속초,2017-10-27,39
90,속초,2017-10-28,35
90,속초,2017-10-29,33
90,속초,2017-10-30,28
90,속초,2017-10-31,20
90,속초,2017-11-01,31
90,속초,2017-11-02,44
90,속초,2017-11-03,37
90,속초,2017-11-04,44
90,속초,2017-11-05,21
90,속초,2017-11-06,20
90,속초,2017-11-07,26
90,속초,2017-11-08,42
90,속초,2017-11-09,41
90,속초,2017-11-10,26
90,속초,2017-11-11,37
90,속초,2017-11-12,29
90,속초,2017-11-13,25
90,속초,2017-11-14,28
90,속초,2017-11-15,15
90,속초,2017-11-16,15
90,속초,2017-11-17,17
90,속초,2017-11-18,29
90,속초,2017-11-19,15
90,속초,2017-11-20,15
90,속초,2017-11-21,14
90,속초,2017-11-22,39
90,속초,2017-11-23,14
90,속초,2017-11-24,13
90,속초,2017-11-25,18
90,속초,2017-11-26,26
90,속초,2017-11-29,30
90,속초,2017-11-30,15
90,속초,2017-12-01,15
90,속초,2017-12-02,16
90,속초,2017-12-03,34
90,속초,2017-12-04,30
90,속초,2017-12-05,12
90,속초,2017-12-06,20
90,속초,2017-12-08,18
90,속초,2017-12-09,18
90,속초,2017-12-10,17
90,속초,2017-12-11,23
90,속초,2017-12-12,14
90,속초,2017-12-13,17
90,속초,2017-12-14,19
90,속초,2017-12-15,16
90,속초,2017-12-16,22
90,속초,2017-12-17,16
90,속초,2017-12-18,26
90,속초,2017-12-19,24
90,속초,2017-12-20,22
90,속초,2017-12-21,20
90,속초,2017-12-22,30
90,속초,2017-12-23,53
90,속초,2017-12-24,34
90,속초,2017-12-25,20
90,속초,2017-12-26,15
90,속초,2017-12-27,12
90,속초,2017-12-28,28
90,속초,2017-12-29,52
90,속초,2017-12-30,49
90,속초,2017-12-31,26
90,속초,2018-01-01,18
90,속초,2018-01-02,23
90,속초,2018-01-03,19
90,속초,2018-01-04,24
90,속초,2018-01-05,20
90,속초,2018-01-06,22
90,속초,2018-01-07,23
90,속초,2018-01-08,14
90,속초,2018-01-09,28
90,속초,2018-01-10,19
90,속초,2018-01-11,22
90,속초,2018-01-12,14
90,속초,2018-01-13,26
90,속초,2018-01-14,31
90,속초,2018-01-15,29
90,속초,2018-01-16,38
90,속초,2018-01-17,47
90,속초,2018-01-18,54
90,속초,2018-01-19,26
90,속초,2018-01-20,82
90,속초,2018-01-21,38
90,속초,2018-01-22,45
90,속초,2018-01-23,15
90,속초,2018-01-24,13
90,속초,2018-01-25,16
90,속초,2018-01-26,17
90,속초,2018-01-27,21
90,속초,2018-01-28,17
90,속초,2018-01-29,26
90,속초,2018-01-30,26
90,속초,2018-01-31,21
90,속초,2018-02-01,22
90,속초,2018-02-02,18
90,속초,2018-02-03,26
90,속초,2018-02-04,24
90,속초,2018-02-05,18
90,속초,2018-02-06,24
90,속초,2018-02-07,23
90,속초,2018-02-08,32
90,속초,2018-02-09,34
90,속초,2018-02-10,48
90,속초,2018-02-11,46
90,속초,2018-02-12,38
90,속초,2018-02-13,39
90,속초,2018-02-14,52
90,속초,2018-02-15,32
90,속초,2018-02-16,31
90,속초,2018-02-17,30
90,속초,2018-02-18,21
90,속초,2018-02-19,40
90,속초,2018-02-20,30
90,속초,2018-02-21,24
90,속초,2018-02-22,40
90,속초,2018-02-23,29
90,속초,2018-02-24,34
90,속초,2018-02-25,33
90,속초,2018-02-26,30
90,속초,2018-02-27,33
90,속초,2018-02-28,35
90,속초,2018-03-01,22
90,속초,2018-03-02,35
90,속초,2018-03-03,35
90,속초,2018-03-04,14
90,속초,2018-03-05,27
90,속초,2018-03-06,34
90,속초,2018-03-07,28
90,속초,2018-03-08,14
90,속초,2018-03-09,38
90,속초,2018-03-10,37
90,속초,2018-03-11,38
90,속초,2018-03-12,55
90,속초,2018-03-13,35
90,속초,2018-03-14,28
90,속초,2018-03-15,16
90,속초,2018-03-16,32
90,속초,2018-03-17,22
90,속초,2018-03-18,23
90,속초,2018-03-19,24
90,속초,2018-03-20,29
90,속초,2018-03-21,29
90,속초,2018-03-22,19
90,속초,2018-03-23,35
90,속초,2018-03-24,51
90,속초,2018-03-25,39
90,속초,2018-03-26,52
90,속초,2018-03-27,53
90,속초,2018-03-28,45
90,속초,2018-03-29,41
90,속초,2018-03-30,26
90,속초,2018-03-31,49
90,속초,2018-04-01,65
90,속초,2018-04-02,64
90,속초,2018-04-03,59
90,속초,2018-04-04,13
90,속초,2018-04-05,15
90,속초,2018-04-06,71
90,속초,2018-04-07,43
90,속초,2018-04-08,20
90,속초,2018-04-09,24
90,속초,2018-04-10,40
90,속초,2018-04-11,44
90,속초,2018-04-12,30
90,속초,2018-04-13,34
90,속초,2018-04-14,22
90,속초,2018-04-15,90
90,속초,2018-04-16,21
90,속초,2018-04-17,37
90,속초,2018-04-18,47
90,속초,2018-04-19,56
90,속초,2018-04-20,68
90,속초,2018-04-21,52
90,속초,2018-04-22,48
90,속초,2018-04-23,14
90,속초,2018-04-24,19
90,속초,2018-04-25,31
90,속초,2018-04-26,32
90,속초,2018-04-27,37
90,속초,2018-04-28,40
90,속초,2018-04-29,55
90,속초,2018-04-30,57
90,속초,2018-05-01,45
90,속초,2018-05-02,25
90,속초,2018-05-04,42
90,속초,2018-05-05,45
90,속초,2018-05-06,19
90,속초,2018-05-07,16
90,속초,2018-05-08,8
90,속초,2018-05-09,21
90,속초,2018-05-10,30
90,속초,2018-05-11,37
90,속초,2018-05-12,17
90,속초,2018-05-13,17
90,속초,2018-05-14,40
90,속초,2018-05-15,65
90,속초,2018-05-16,37
90,속초,2018-05-19,22
90,속초,2018-05-21,16
90,속초,2018-05-22,15
90,속초,2018-05-23,31
90,속초,2018-05-24,103
90,속초,2018-05-25,81
90,속초,2018-05-26,46
90,속초,2018-05-27,40
90,속초,2018-05-28,38
90,속초,2018-05-29,52
90,속초,2018-05-30,25
90,속초,2018-05-31,23
90,속초,2018-06-01,31
90,속초,2018-06-02,33
90,속초,2018-06-03,27
90,속초,2018-06-04,34
90,속초,2018-06-05,33
90,속초,2018-06-06,43
90,속초,2018-06-07,57
90,속초,2018-06-08,35
90,속초,2018-06-09,15
90,속초,2018-06-10,14
90,속초,2018-06-11,21
90,속초,2018-06-12,14
90,속초,2018-06-13,17
90,속초,2018-06-14,29
90,속초,2018-06-15,26
90,속초,2018-06-16,20
90,속초,2018-06-17,28
90,속초,2018-06-18,17
90,속초,2018-06-19,37
90,속초,2018-06-20,34
90,속초,2018-06-21,18
90,속초,2018-06-22,23
90,속초,2018-06-23,33
90,속초,2018-06-24,40
90,속초,2018-06-25,28
90,속초,2018-06-26,18
90,속초,2018-06-27,20
90,속초,2018-06-28,25
90,속초,2018-06-29,15
90,속초,2018-06-30,16
90,속초,2018-07-01,9
90,속초,2018-07-02,10
90,속초,2018-07-03,12
90,속초,2018-07-05,11
90,속초,2018-07-06,15
90,속초,2018-07-07,29
90,속초,2018-07-08,16
90,속초,2018-07-12,16
90,속초,2018-07-13,12
90,속초,2018-07-14,17
90,속초,2018-07-15,15
90,속초,2018-07-16,23
90,속초,2018-07-17,29
90,속초,2018-07-18,19
90,속초,2018-07-19,23
90,속초,2018-07-20,24
90,속초,2018-07-21,31
90,속초,2018-07-23,30
90,속초,2018-07-24,31
90,속초,2018-07-25,34
90,속초,2018-07-26,28
90,속초,2018-07-27,31
90,속초,2018-07-28,32
90,속초,2018-07-29,21
90,속초,2018-07-30,15
90,속초,2018-07-31,13
90,속초,2018-08-01,16
90,속초,2018-08-02,16
90,속초,2018-08-03,19
90,속초,2018-08-04,27
90,속초,2018-08-05,20
90,속초,2018-08-06,10
90,속초,2018-08-07,16
90,속초,2018-08-08,19
90,속초,2018-08-09,16
90,속초,2018-08-10,12
90,속초,2018-08-11,13
90,속초,2018-08-12,17
90,속초,2018-08-13,17
90,속초,2018-08-14,26
90,속초,2018-08-15,22
90,속초,2018-08-16,22
90,속초,2018-08-17,14
90,속초,2018-08-18,21
90,속초,2018-08-19,16
90,속초,2018-08-20,18
90,속초,2018-08-21,20
90,속초,2018-08-22,19
90,속초,2018-08-23,20
90,속초,2018-08-24,29
90,속초,2018-08-25,38
90,속초,2018-08-26,36
90,속초,2018-08-27,23
90,속초,2018-08-28,18
90,속초,2018-08-30,13
90,속초,2018-08-31,18
90,속초,2018-09-01,12
90,속초,2018-09-02,13
90,속초,2018-09-03,11
90,속초,2018-09-04,11
90,속초,2018-09-05,16
90,속초,2018-09-06,20
90,속초,2018-09-07,24
90,속초,2018-09-08,14
90,속초,2018-09-10,19
90,속초,2018-09-12,14
90,속초,2018-09-13,13
90,속초,2018-09-14,16
90,속초,2018-09-15,12
90,속초,2018-09-16,14
90,속초,2018-09-17,25
90,속초,2018-09-18,21
90,속초,2018-09-19,19
90,속초,2018-09-20,11
90,속초,2018-09-22,24
90,속초,2018-09-23,25
90,속초,2018-09-24,15
90,속초,2018-09-25,17
90,속초,2018-09-26,11
90,속초,2018-09-29,17
90,속초,2018-09-30,16
90,속초,2018-10-01,16
90,속초,2018-10-02,18
90,속초,2018-10-03,20
90,속초,2018-10-04,18
90,속초,2018-10-05,8
90,속초,2018-10-07,31
90,속초,2018-10-08,22
90,속초,2018-10-09,27
90,속초,2018-10-10,13
90,속초,2018-10-12,15
90,속초,2018-10-13,18
90,속초,2018-10-14,18
90,속초,2018-10-15,45
90,속초,2018-10-16,30
90,속초,2018-10-17,10
90,속초,2018-10-18,20
90,속초,2018-10-19,17
90,속초,2018-10-20,25
90,속초,2018-10-21,20
90,속초,2018-10-22,23
90,속초,2018-10-23,26
90,속초,2018-10-24,43
90,속초,2018-10-25,26
90,속초,2018-10-26,19
90,속초,2018-10-27,23
90,속초,2018-10-28,11
90,속초,2018-10-29,14
90,속초,2018-10-30,17
90,속초,2018-10-31,14
90,속초,2018-11-01,16
90,속초,2018-11-02,20
90,속초,2018-11-03,22
90,속초,2018-11-04,18
90,속초,2018-11-05,37
90,속초,2018-11-06,32
90,속초,2018-11-08,6
90,속초,2018-11-09,21
90,속초,2018-11-10,41
90,속초,2018-11-11,32
90,속초,2018-11-12,15
90,속초,2018-11-13,11
90,속초,2018-11-14,14
90,속초,2018-11-15,19
90,속초,2018-11-16,27
90,속초,2018-11-17,26
90,속초,2018-11-18,17
90,속초,2018-11-19,36
90,속초,2018-11-20,36
90,속초,2018-11-21,27
90,속초,2018-11-22,16
90,속초,2018-11-23,15
90,속초,2018-11-24,17
90,속초,2018-11-25,23
90,속초,2018-11-26,28
