date,weekdays,price,production,area,CPI,P.Gas,R.Gas,diesel,avg.temp,precipitation,wind.speed,avg.humid,t.sunhour,t.insolation,snow.depth,avg.gtemp,CHN.volume,USA.volume,ITA.volume,CHL.volume,ESP.volume
2017. 2. 6,월,20000,9069.529412,340.0588235,97.632,1946.37,1615.23,1405.29,-1.7,0,3,51,9.8,12.49,0,1,1487.01,1601,793,59,63
2017. 2. 7,화,19000,9069.529412,340.0588235,97.632,1945.59,1615.11,1405.46,-2,0,1.5,45.4,4.1,7.68,0,-0.5,1487.01,1601,793,59,63
2017. 2. 8,수,19000,9069.529412,340.0588235,97.632,1943.42,1614.96,1405.31,-2.2,0,2,50.1,1.2,5.84,0,-1.3,1487.01,1601,793,59,63
2017. 2. 9,목,20000,9069.529412,340.0588235,97.632,1944.27,1614.05,1404.18,-5.3,0,3.8,47,8.8,11.31,0,-3.3,1487.01,1601,793,59,63
2017. 2. 10,금,19000,9069.529412,340.0588235,97.632,1943.82,1614.19,1404.25,-6.6,0,4.1,44.3,9.6,13.12,0,-3.1,1487.01,1601,793,59,63
2017. 2. 13,월,18500,9069.529412,340.0588235,97.632,1940.17,1612.58,1402.74,0.1,0,1.6,59.6,6.4,9.32,0,0.2,1487.01,1601,793,59,63
2017. 2. 14,화,19500,9069.529412,340.0588235,97.632,1939.01,1612.28,1402.64,0.3,0,2.5,46,9.8,13.79,0,3,1487.01,1601,793,59,63
2017. 2. 15,수,19000,9069.529412,340.0588235,97.632,1941.5,1612.24,1401.97,1.8,0,1.4,52.1,8.9,11.14,0,1.5,1487.01,1601,793,59,63
2017. 2. 16,목,18000,9069.529412,340.0588235,97.632,1941.6,1612.16,1402.53,5.5,0,2,63.9,2.1,5.08,0,2.8,1487.01,1601,793,59,63
2017. 2. 17,금,17500,9069.529412,340.0588235,97.632,1941.39,1611.49,1401.96,0.8,4,3.9,56.9,9.5,14.39,0,4.9,1487.01,1601,793,59,63
2017. 2. 20,월,18000,9069.529412,340.0588235,97.632,1941.62,1611.41,1401.69,-1.5,0.5,4.2,53.8,9.9,14.19,0,2.4,1487.01,1601,793,59,63
2017. 2. 21,화,18000,9069.529412,340.0588235,97.632,1943.04,1611.71,1402.14,-0.6,0,1.6,37.1,9.9,14.09,0,1.1,1487.01,1601,793,59,63
2017. 2. 22,수,18000,9069.529412,340.0588235,97.632,1943.53,1611.67,1401.96,1.7,5.1,2.7,70.8,0,2.21,0,0.7,1487.01,1601,793,59,63
2017. 2. 23,목,17000,9069.529412,340.0588235,97.632,1944.4,1611.6,1401.68,-1.5,0,3.8,56.4,10.2,15.33,0,1.7,1487.01,1601,793,59,63
2017. 2. 24,금,16000,9069.529412,340.0588235,97.632,1943.95,1611.55,1401.57,-0.8,0,2.2,51.3,9,14.28,0,1.5,1487.01,1601,793,59,63
2017. 2. 27,월,17500,9069.529412,340.0588235,97.632,1940.42,1611.62,1401.58,3.7,0,1.8,37.4,10.6,15.89,0,4.2,1487.01,1601,793,59,63
2017. 2. 28,화,17000,9069.529412,340.0588235,97.632,1941.98,1611.22,1401.33,5.6,0,2,41.5,9.8,14.29,0,4.8,1487.01,1601,793,59,63
2017. 3. 1,수,0,9069.529412,340.0588235,97.565,1942.45,1610.26,1400.18,5,5,1.8,65,1.2,6.72,0,4.7,1985,1594,618.8,115,155
2017. 3. 2,목,16500,9069.529412,340.0588235,97.565,1940.92,1609.51,1399.95,1.8,0.5,3.1,59.5,9.7,15.81,0,5.7,1985,1594,618.8,115,155
2017. 3. 3,금,15500,9069.529412,340.0588235,97.565,1940.79,1609.38,1399.47,3.3,0,2.1,54.4,10.5,15.05,0,3.8,1985,1594,618.8,115,155
2017. 3. 6,월,16500,9069.529412,340.0588235,97.565,1941.76,1607.93,1398.61,0.1,0,4,41.3,10.9,17.51,0,2.9,1985,1594,618.8,115,155
2017. 3. 7,화,17500,9069.529412,340.0588235,97.565,1940.09,1607.09,1397.69,-1.3,0,3.9,37.5,10.9,17.54,0,2.8,1985,1594,618.8,115,155
2017. 3. 8,수,17500,9069.529412,340.0588235,97.565,1939.97,1605.81,1397.22,-0.1,0,3.1,50.6,8.1,13.6,0,1.4,1985,1594,618.8,115,155
2017. 3. 9,목,16500,9069.529412,340.0588235,97.565,1938.69,1604.54,1395.91,3.2,0,3.1,47.3,10.5,15.76,0,3.7,1985,1594,618.8,115,155
2017. 3. 10,금,16000,9069.529412,340.0588235,97.565,1937.07,1603.17,1394.81,4.8,0,2.2,37.4,10.9,17.26,0,5.3,1985,1594,618.8,115,155
2017. 3. 13,월,15500,9069.529412,340.0588235,97.565,1936.92,1602.03,1393.15,6.9,0,2.5,49.8,10.3,16.79,0,8.7,1985,1594,618.8,115,155
2017. 3. 14,화,15500,9069.529412,340.0588235,97.565,1936.38,1600.59,1392.35,5.8,0,3.2,37.5,11.2,17.81,0,7.9,1985,1594,618.8,115,155
2017. 3. 15,수,15000,9069.529412,340.0588235,97.565,1936.26,1599.7,1391.57,6.3,0,2.1,34.9,11.2,17.71,0,8.3,1985,1594,618.8,115,155
2017. 3. 16,목,14500,9069.529412,340.0588235,97.565,1934.69,1597.76,1389.78,6.2,0,1.9,41.8,10.8,16.57,0,8.2,1985,1594,618.8,115,155
2017. 3. 17,금,14500,9069.529412,340.0588235,97.565,1931.49,1595.02,1387.01,7.7,0,2,43.1,10.9,16.6,0,9.5,1985,1594,618.8,115,155
2017. 3. 20,월,15000,9069.529412,340.0588235,97.565,1929.86,1591.25,1383.05,10.2,0,1.8,40.4,0,6.43,0,10.4,1985,1594,618.8,115,155
2017. 3. 21,화,14000,9069.529412,340.0588235,97.565,1925.42,1588.46,1380.7,7.4,0,3.1,48.1,9.2,14.74,0,8.9,1985,1594,618.8,115,155
2017. 3. 22,수,14000,9069.529412,340.0588235,97.565,1924.8,1586.81,1378.83,7.6,0,2.5,32.8,10.3,18.17,0,11.2,1985,1594,618.8,115,155
2017. 3. 23,목,14000,9069.529412,340.0588235,97.565,1923.58,1585.39,1377.7,9.1,0,2.2,34,8.6,15.76,0,11.8,1985,1594,618.8,115,155
2017. 3. 24,금,14000,9069.529412,340.0588235,97.565,1921.25,1583.18,1375.09,8.7,0,2.1,41.4,7.9,14.18,0,11.3,1985,1594,618.8,115,155
2017. 3. 27,월,14000,9069.529412,340.0588235,97.565,1918.39,1580,1372.13,6.1,0.4,2.5,67.4,3.5,8.45,0,7,1985,1594,618.8,115,155
2017. 3. 28,화,14000,9069.529412,340.0588235,97.565,1915.55,1577.43,1369.18,7.1,0,1.9,59.8,6.9,13.18,0,10.1,1985,1594,618.8,115,155
2017. 3. 29,수,14000,9069.529412,340.0588235,97.565,1915.07,1575.76,1367.39,8.8,0,2.3,54.9,10.8,17.57,0,13.2,1985,1594,618.8,115,155
2017. 3. 30,목,13500,9069.529412,340.0588235,97.565,1914.31,1573.87,1365.72,10.6,0,1.9,50,9.1,17.17,0,13.9,1985,1594,618.8,115,155
2017. 3. 31,금,14000,9069.529412,340.0588235,97.565,1911.91,1572.27,1364.12,8.6,1.5,2.4,70.6,0.2,4.85,0,8.8,1985,1594,618.8,115,155
2017. 4. 3,월,14500,9069.529412,340.0588235,97.442,1911.53,1571.34,1363.44,11.4,0,2.1,45.6,11.7,20.1,0,15.5,1386.03,1945,601.08,0.04,30.4
2017. 4. 4,화,13500,9069.529412,340.0588235,97.442,1911.81,1570.56,1362.64,14.1,0,2,35.3,10.9,18.32,0,17.5,1386.03,1945,601.08,0.04,30.4
2017. 4. 5,수,13500,9069.529412,340.0588235,97.442,1910.87,1569.37,1361.43,12,37.5,2.4,66,0,3.29,0,11,1386.03,1945,601.08,0.04,30.4
2017. 4. 6,목,14000,9069.529412,340.0588235,97.442,1911.77,1568.69,1360.86,10.4,3,2.4,90,0.3,4.66,0,11.9,1386.03,1945,601.08,0.04,30.4
2017. 4. 7,금,14000,9069.529412,340.0588235,97.442,1911.37,1568.61,1360.99,14.5,0,2.1,68.1,9,18.39,0,16.6,1386.03,1945,601.08,0.04,30.4
2017. 4. 10,월,14000,9069.529412,340.0588235,97.442,1911.67,1568.46,1360.85,16.5,0,2.8,25.8,11.7,22.11,0,19,1386.03,1945,601.08,0.04,30.4
2017. 4. 11,화,14000,9069.529412,340.0588235,97.442,1915.38,1571.28,1363.74,15.3,0,3.2,36.8,9,18.42,0,17.2,1386.03,1945,601.08,0.04,30.4
2017. 4. 12,수,14000,9069.529412,340.0588235,97.442,1915.86,1572.06,1364.27,11.5,0,3.7,21.8,11.2,21.62,0,16.3,1386.03,1945,601.08,0.04,30.4
2017. 4. 13,목,13000,9069.529412,340.0588235,97.442,1916.26,1572.36,1364.95,12.7,0,2.5,54,9.4,16.62,0,16.5,1386.03,1945,601.08,0.04,30.4
2017. 4. 14,금,12500,9069.529412,340.0588235,97.442,1915.31,1572.61,1365.41,13,6,3.5,57.9,4.6,8.26,0,12.5,1386.03,1945,601.08,0.04,30.4
2017. 4. 17,월,11500,9069.529412,340.0588235,97.442,1916.38,1574.07,1366.36,14.7,5.5,2.2,66.5,0.7,4.44,0,13.2,1386.03,1945,601.08,0.04,30.4
2017. 4. 18,화,10500,9069.529412,340.0588235,97.442,1919.26,1576.45,1369.56,11.7,7.5,2.5,76.5,2.7,6.2,0,11.2,1386.03,1945,601.08,0.04,30.4
2017. 4. 19,수,9500,9069.529412,340.0588235,97.442,1921.07,1577.53,1370.38,12.6,0,2.9,43.1,12.3,23.08,0,15.2,1386.03,1945,601.08,0.04,30.4
2017. 4. 20,목,9000,9069.529412,340.0588235,97.442,1921.33,1578.44,1371.49,12.9,0.1,2.3,45.4,2.6,10.27,0,13.4,1386.03,1945,601.08,0.04,30.4
2017. 4. 21,금,8500,9069.529412,340.0588235,97.442,1921.23,1578.41,1371.14,13.1,0,2,56.5,8.5,18.12,0,15.9,1386.03,1945,601.08,0.04,30.4
2017. 4. 24,월,9500,9069.529412,340.0588235,97.442,1921.11,1578.58,1371.62,15.1,0,2.7,39.4,12.1,21.56,0,18.3,1386.03,1945,601.08,0.04,30.4
2017. 4. 25,화,8500,9069.529412,340.0588235,97.442,1919.53,1577.93,1370.74,16,0,2.7,56.8,4.7,23.77,0,18.4,1386.03,1945,601.08,0.04,30.4
2017. 4. 26,수,9500,9069.529412,340.0588235,97.442,1921.07,1577.48,1370.68,15.1,0,3.3,36,12.6,25.55,0,21.8,1386.03,1945,601.08,0.04,30.4
2017. 4. 27,목,9500,9069.529412,340.0588235,97.442,1920.92,1577.56,1370.74,13.6,0,3.3,41.8,12.8,24.94,0,20.2,1386.03,1945,601.08,0.04,30.4
2017. 4. 28,금,10500,9069.529412,340.0588235,97.442,1920.36,1577.14,1370.01,14.4,0,3,57.3,12.2,22.59,0,19.1,1386.03,1945,601.08,0.04,30.4
2017. 5. 1,월,0,9069.529412,340.0588235,97.546,1920.62,1576.84,1370.36,20.1,0,1.9,50.8,11.9,24.3,0,25.8,1809,1749,1044.005,115,91.07
2017. 5. 2,화,10000,9069.529412,340.0588235,97.546,1916.8,1575.81,1368.55,20.7,0,2.1,42,8.7,20.21,0,25.4,1809,1749,1044.005,115,91.07
2017. 5. 3,수,0,9069.529412,340.0588235,97.546,1917.86,1575.06,1367.87,21.5,0,2,34.1,12.6,24.05,0,27.2,1809,1749,1044.005,115,91.07
2017. 5. 4,목,10000,9069.529412,340.0588235,97.546,1916.08,1574.33,1367.65,21,0,2,43.6,8,17.89,0,25.4,1809,1749,1044.005,115,91.07
2017. 5. 5,금,0,9069.529412,340.0588235,97.546,1917.77,1575.06,1368.1,20.9,0,3.2,53.4,11.6,23.38,0,28.4,1809,1749,1044.005,115,91.07
2017. 5. 8,월,10000,9069.529412,340.0588235,97.546,1916.38,1574.32,1367.53,17.9,0,2.1,43.6,6.1,16.92,0,21.7,1809,1749,1044.005,115,91.07
2017. 5. 9,화,0,9069.529412,340.0588235,97.546,1915.14,1572.77,1365.76,17.1,2.5,1.6,62.6,1.3,8.34,0,19.7,1809,1749,1044.005,115,91.07
2017. 5. 10,수,9000,9069.529412,340.0588235,97.546,1913.03,1572.69,1365.42,16.4,2.5,2.5,73,7,15.29,0,18.4,1809,1749,1044.005,115,91.07
2017. 5. 11,목,9000,9069.529412,340.0588235,97.546,1911.24,1571.48,1364.07,19.3,0,1.8,65.3,5.3,16.69,0,21.6,1809,1749,1044.005,115,91.07
2017. 5. 12,금,9000,9069.529412,340.0588235,97.546,1907.53,1570.72,1363.62,19.1,0,2.1,71.6,0,5.57,0,17.6,1809,1749,1044.005,115,91.07
2017. 5. 15,월,9000,9069.529412,340.0588235,97.546,1908.89,1569.52,1362.02,16,0,2.8,61.4,8.1,17.5,0,20.7,1809,1749,1044.005,115,91.07
2017. 5. 16,화,9000,9069.529412,340.0588235,97.546,1907.59,1569.04,1361.64,17.1,0,2,60.5,9.6,16.79,0,22,1809,1749,1044.005,115,91.07
2017. 5. 17,수,9000,9069.529412,340.0588235,97.546,1907.37,1568.28,1360.82,18.6,0,2.1,51.5,13.2,26.53,0,25.8,1809,1749,1044.005,115,91.07
2017. 5. 18,목,9000,9069.529412,340.0588235,97.546,1907.24,1568.17,1360.9,20.4,0,2.3,41.9,12.9,24.44,0,27.2,1809,1749,1044.005,115,91.07
2017. 5. 19,금,9500,9069.529412,340.0588235,97.546,1909.2,1567.85,1360.95,21.1,0,2.6,42.6,13.3,26.72,0,28.9,1809,1749,1044.005,115,91.07
2017. 5. 22,월,9500,9069.529412,340.0588235,97.546,1907.73,1567.48,1360.32,21.8,0,2,53.6,11.8,22.27,0,29,1809,1749,1044.005,115,91.07
2017. 5. 23,화,9500,9069.529412,340.0588235,97.546,1909.03,1567.93,1360.42,20,5,1.9,68,2.4,11.66,0,23.6,1809,1749,1044.005,115,91.07
2017. 5. 24,수,9500,9069.529412,340.0588235,97.546,1910.19,1567.54,1360.09,21.8,0.1,2,60.4,12.7,24.99,0,27,1809,1749,1044.005,115,91.07
2017. 5. 25,목,10000,9069.529412,340.0588235,97.546,1910.59,1567.47,1359.98,19.2,0,3.4,45.6,12.8,24.3,0,25.9,1809,1749,1044.005,115,91.07
2017. 5. 26,금,10000,9069.529412,340.0588235,97.546,1909.96,1567.52,1359.72,17.7,0,2.9,41.5,11.3,25.32,0,26.1,1809,1749,1044.005,115,91.07
2017. 5. 29,월,9000,9069.529412,340.0588235,97.546,1909.57,1567.35,1359.68,22.9,0,2.3,61.8,9.7,22.29,0,29.8,1809,1749,1044.005,115,91.07
2017. 5. 30,화,8000,9069.529412,340.0588235,97.546,1908.99,1567.5,1360.03,23.6,0,2.4,43.5,11.1,21.3,0,29.1,1809,1749,1044.005,115,91.07
2017. 5. 31,수,7500,9069.529412,340.0588235,97.546,1909.23,1567.91,1360.03,23.3,0,1.9,49.1,10.2,20.09,0,30.7,1809,1749,1044.005,115,91.07
2017. 6. 1,목,7500,9069.529412,340.0588235,97.338,1901.84,1564.72,1357.57,23.3,0,3.1,51.8,10.6,21.83,0,31.4,1841,2111.004,811,19,0.26
2017. 6. 2,금,7500,9069.529412,340.0588235,97.338,1901.98,1564.32,1357.18,20.5,0,2.8,37.4,12.2,25.66,0,29.1,1841,2111.004,811,19,0.26
2017. 6. 5,월,7500,9069.529412,340.0588235,97.338,1901.34,1563.55,1356.59,24.2,0,1.9,33.3,12.9,26.62,0,32.8,1841,2111.004,811,19,0.26
2017. 6. 6,화,0,9069.529412,340.0588235,97.338,1901.17,1562.85,1355.09,19.4,15.5,2.5,60,0,7.4,0,21.6,1841,2111.004,811,19,0.26
2017. 6. 7,수,7500,9069.529412,340.0588235,97.338,1900.24,1562.25,1354.68,17.6,12.5,2.4,91.4,0.2,3.47,0,17.8,1841,2111.004,811,19,0.26
2017. 6. 8,목,7500,9069.529412,340.0588235,97.338,1899.97,1561.12,1353.33,20.1,0,2.8,67.3,11.8,25.61,0,23.1,1841,2111.004,811,19,0.26
2017. 6. 9,금,7000,9069.529412,340.0588235,97.338,1900.33,1559.27,1351.59,21.2,0.1,3.3,69.8,7.4,16.67,0,23.8,1841,2111.004,811,19,0.26
2017. 6. 12,월,6500,9069.529412,340.0588235,97.338,1899.06,1557.9,1350.02,22.1,0,2.8,45.5,12.2,24.22,0,27,1841,2111.004,811,19,0.26
2017. 6. 13,화,7500,9069.529412,340.0588235,97.338,1897.81,1555.66,1347.83,21.5,0,2.4,63,10.3,21.29,0,28.7,1841,2111.004,811,19,0.26
2017. 6. 14,수,8500,9069.529412,340.0588235,97.338,1896.51,1554.49,1346.78,21.8,0,2.8,63,11.9,25.27,0,30.1,1841,2111.004,811,19,0.26
2017. 6. 15,목,8500,9069.529412,340.0588235,97.338,1895.61,1553.14,1345.93,23.1,0,2.5,62.4,11.4,24.81,0,30.5,1841,2111.004,811,19,0.26
2017. 6. 16,금,8500,9069.529412,340.0588235,97.338,1895.14,1552.11,1344.4,25.5,0,2.2,55.8,11.9,24.11,0,32.5,1841,2111.004,811,19,0.26
2017. 6. 19,월,8000,9069.529412,340.0588235,97.338,1892.09,1549.94,1341.99,24.8,0,1.8,50.9,11,21,0,30.4,1841,2111.004,811,19,0.26
2017. 6. 20,화,8000,9069.529412,340.0588235,97.338,1889.55,1547.7,1340.55,26,0,2.1,43.4,7.9,18.81,0,30.3,1841,2111.004,811,19,0.26
2017. 6. 21,수,8500,9069.529412,340.0588235,97.338,1889.71,1546.44,1339.38,25.4,0,2.9,52.6,11.1,23.53,0,34,1841,2111.004,811,19,0.26
2017. 6. 22,목,9000,9069.529412,340.0588235,97.338,1890.03,1544.93,1337.78,25.3,0,2.5,57.3,10.8,23.53,0,34.8,1841,2111.004,811,19,0.26
2017. 6. 23,금,9000,9069.529412,340.0588235,97.338,1891.07,1543.98,1337.02,26.7,0,2,53,12.9,22.75,0,34.6,1841,2111.004,811,19,0.26
2017. 6. 26,월,8000,9069.529412,340.0588235,97.338,1888.58,1542.23,1335.01,23.1,29,2.2,76.9,4.9,14.3,0,24.5,1841,2111.004,811,19,0.26
2017. 6. 27,화,8500,9069.529412,340.0588235,97.338,1888.46,1541.34,1334.2,25.2,0,2.2,67.5,7.8,18.34,0,27.3,1841,2111.004,811,19,0.26
2017. 6. 28,수,8500,9069.529412,340.0588235,97.338,1888.05,1539.95,1333.04,26,0,2.1,63.5,6.9,16.7,0,27,1841,2111.004,811,19,0.26
2017. 6. 29,목,8000,9069.529412,340.0588235,97.338,1886.48,1539.41,1332.56,26.2,0,2.2,64.8,9.5,21.06,0,29.5,1841,2111.004,811,19,0.26
2017. 6. 30,금,8000,9069.529412,340.0588235,97.338,1886.95,1538.61,1331.96,25.9,0,2.2,65.9,7.7,19.45,0,31.4,1841,2111.004,811,19,0.26
2017. 7. 3,월,7000,9069.529412,340.0588235,97.499,1886.22,1537.54,1331,24.7,67.5,3.5,87.6,2,9.19,0,25.1,1270,1986,785.5,116,124.02
2017. 7. 4,화,6000,9069.529412,340.0588235,97.499,1885.13,1537.6,1331.2,26.7,0.5,2,74.5,9.4,19.73,0,28.3,1270,1986,785.5,116,124.02
2017. 7. 5,수,6000,9069.529412,340.0588235,97.499,1885.57,1537.56,1331.4,27.4,0,1.5,66.9,7.8,18.39,0,27.2,1270,1986,785.5,116,124.02
2017. 7. 6,목,6000,9069.529412,340.0588235,97.499,1886.14,1537.61,1331.66,27.6,34,1.7,72.3,8.3,19.12,0,31.1,1270,1986,785.5,116,124.02
2017. 7. 7,금,6000,9069.529412,340.0588235,97.499,1885.32,1538.02,1331.87,26.4,16.5,2,80.8,1,6.32,0,26.4,1270,1986,785.5,116,124.02
2017. 7. 10,월,6500,9069.529412,340.0588235,97.499,1885.08,1538.31,1332.49,24,144.5,2.3,96.5,0,2.01,0,24.4,1270,1986,785.5,116,124.02
2017. 7. 11,화,6500,9069.529412,340.0588235,97.499,1887.16,1540.42,1335,26,1,2.1,81.4,5.6,13.94,0,27.2,1270,1986,785.5,116,124.02
2017. 7. 12,수,6500,9069.529412,340.0588235,97.499,1887.15,1540.49,1335.47,27.1,0,2.3,75.9,7.7,17.01,0,29.2,1270,1986,785.5,116,124.02
2017. 7. 13,목,6500,9069.529412,340.0588235,97.499,1887.81,1540.78,1335.71,27.6,0,1.5,71,9.2,19.23,0,29.2,1270,1986,785.5,116,124.02
2017. 7. 14,금,6500,9069.529412,340.0588235,97.499,1889.8,1541.01,1336.24,28.7,0,2.1,68.4,6.6,16.04,0,30.7,1270,1986,785.5,116,124.02
2017. 7. 17,월,6500,9069.529412,340.0588235,97.499,1887.08,1541.18,1335.93,26.8,7.5,2,77.3,0.3,11.18,0,28.1,1270,1986,785.5,116,124.02
2017. 7. 18,화,6500,9069.529412,340.0588235,97.499,1886.97,1540.62,1335.71,26.5,2.5,1.6,80.6,4.3,11.5,0,27.5,1270,1986,785.5,116,124.02
2017. 7. 19,수,6500,9069.529412,340.0588235,97.499,1886.4,1540.45,1335.9,28.3,0,1.8,71.4,7,20.43,0,29.6,1270,1986,785.5,116,124.02
2017. 7. 20,목,6500,9069.529412,340.0588235,97.499,1885.93,1540.77,1336.13,29.9,0,2.2,66.1,10.3,20.59,0,33.2,1270,1986,785.5,116,124.02
2017. 7. 21,금,6500,9069.529412,340.0588235,97.499,1886.61,1540.87,1336.15,29.8,0,2.5,73.1,2.1,10.81,0,30.7,1270,1986,785.5,116,124.02
2017. 7. 24,월,8000,9069.529412,340.0588235,97.499,1886.96,1540.96,1336.46,26.2,3,1.2,82.3,0,5.17,0,26.8,1270,1986,785.5,116,124.02
2017. 7. 25,화,8000,9069.529412,340.0588235,97.499,1887.56,1541.47,1336.79,29.4,0,1.9,64.1,10.7,21.74,0,31.7,1270,1986,785.5,116,124.02
2017. 7. 26,수,8500,9069.529412,340.0588235,97.499,1887.75,1541.85,1337.03,28.7,0,2.7,55.6,11.4,22.61,0,32.5,1270,1986,785.5,116,124.02
2017. 7. 27,목,8500,9069.529412,340.0588235,97.499,1889.14,1542.56,1337.68,27.1,3.5,1.9,62.5,1.2,10,0,29,1270,1986,785.5,116,124.02
2017. 7. 28,금,8000,9069.529412,340.0588235,97.499,1889.52,1542.55,1337.87,25.5,8.5,1.5,92.1,0,3.38,0,25.9,1270,1986,785.5,116,124.02
2017. 7. 31,월,8000,9069.529412,340.0588235,97.499,1888.25,1542.79,1337.94,25.7,3.5,1.4,82.3,0,4.34,0,26.1,1270,1986,785.5,116,124.02
2017. 8. 1,화,9500,9069.529412,340.0588235,98.058,1889.11,1543.54,1338.95,28.6,2,1.7,73,8.8,18.08,0,29.4,1434,1946,1231,96,80
2017. 8. 2,수,10000,9069.529412,340.0588235,98.058,1888.82,1542.54,1338.08,30,0,1.3,71.9,3.9,11.98,0,30.4,1434,1946,1231,96,80
2017. 8. 3,목,11500,9069.529412,340.0588235,98.058,1888.41,1542.67,1338.3,30.2,0,2.2,60.6,10.4,21.79,0,32.8,1434,1946,1231,96,80
2017. 8. 4,금,11500,9069.529412,340.0588235,98.058,1888.18,1543.08,1338.53,30.3,0,2.1,60.1,11.8,22.18,0,34.6,1434,1946,1231,96,80
2017. 8. 7,월,13000,9069.529412,340.0588235,98.058,1890.51,1544.38,1340.37,29.2,0,2.4,68.1,10.7,22.74,0,33.6,1434,1946,1231,96,80
2017. 8. 8,화,16000,9069.529412,340.0588235,98.058,1894.5,1549.47,1344.6,28.2,0,1.9,67.1,5.6,13.47,0,30.5,1434,1946,1231,96,80
2017. 8. 9,수,17000,9069.529412,340.0588235,98.058,1897.92,1551,1345.78,27.6,2.5,2.3,66.4,4,14.17,0,32,1434,1946,1231,96,80
2017. 8. 10,목,17000,9069.529412,340.0588235,98.058,1903.07,1554.58,1349.19,24.8,5.5,2,89.9,0,6.21,0,27.4,1434,1946,1231,96,80
2017. 8. 11,금,17000,9069.529412,340.0588235,98.058,1902.37,1556.39,1350.8,27,0.5,2.3,72.5,7.3,15.55,0,29.4,1434,1946,1231,96,80
2017. 8. 14,월,15500,9069.529412,340.0588235,98.058,1907.44,1561.64,1355.79,24.6,1.5,3.6,67.5,0,7.26,0,25.4,1434,1946,1231,96,80
2017. 8. 15,화,0,9069.529412,340.0588235,98.058,1910.62,1564.43,1358.11,21.9,93.5,3.6,93.8,0,3,0,22.9,1434,1946,1231,96,80
2017. 8. 16,수,16500,9069.529412,340.0588235,98.058,1910.82,1565.25,1359.49,23.3,2,3.7,80.5,1.6,10.41,0,24.6,1434,1946,1231,96,80
2017. 8. 17,목,16500,9069.529412,340.0588235,98.058,1912.53,1566.7,1361.06,24.8,0.5,2.1,77.1,1.8,9.67,0,26.1,1434,1946,1231,96,80
2017. 8. 18,금,17500,9069.529412,340.0588235,98.058,1912.31,1567.26,1362.05,26.3,0,1.3,75.6,5,12.1,0,26.8,1434,1946,1231,96,80
2017. 8. 21,월,17500,9069.529412,340.0588235,98.058,1912.96,1569.05,1364.27,25.8,5,2.4,81.5,5.2,10.72,0,26.9,1434,1946,1231,96,80
2017. 8. 22,화,17500,9069.529412,340.0588235,98.058,1914.66,1569.99,1364.83,27.3,0,1.9,70.6,9.5,16.45,0,29,1434,1946,1231,96,80
2017. 8. 23,수,17500,9069.529412,340.0588235,98.058,1914.71,1570.39,1365.04,27.2,31.5,2.6,84.1,2.4,8.22,0,27.4,1434,1946,1231,96,80
2017. 8. 24,목,16500,9069.529412,340.0588235,98.058,1912.64,1570.93,1365.36,26.5,14,4,85.3,0.8,3.62,0,25.7,1434,1946,1231,96,80
2017. 8. 25,금,16500,9069.529412,340.0588235,98.058,1910.41,1569.66,1364.18,25.3,0,1.7,61.9,8.5,20.24,0,25.7,1434,1946,1231,96,80
2017. 8. 28,월,16500,9069.529412,340.0588235,98.058,1914,1573.06,1367.16,21.5,9,1.5,73.1,1.3,6.82,0,22.6,1434,1946,1231,96,80
2017. 8. 29,화,16500,9069.529412,340.0588235,98.058,1914.52,1573.69,1367.73,19.5,0,3.2,51.4,11.3,21.08,0,22.8,1434,1946,1231,96,80
2017. 8. 30,수,17500,9069.529412,340.0588235,98.058,1914.73,1574.22,1367.82,19.8,0,1.5,55.8,3.4,9.64,0,19.7,1434,1946,1231,96,80
2017. 8. 31,목,18500,9069.529412,340.0588235,98.058,1914.85,1574.85,1368.59,22.2,0,1.6,62.4,11.8,19.21,0,24.3,1434,1946,1231,96,80
2017. 9. 1,금,17000,9069.529412,340.0588235,98.172,1916.68,1575.95,1369.49,23.3,0,2.2,56,12.4,22.7,0,26.6,1383.02,1683,931.005,161,43.6
2017. 9. 4,월,18500,9069.529412,340.0588235,98.172,1917.04,1576.51,1369.63,24.6,0,1.6,53.8,8.8,17.94,0,28.6,1383.02,1683,931.005,161,43.6
2017. 9. 5,화,19500,9069.529412,340.0588235,98.172,1918.37,1577.5,1370.31,21.9,0,1.7,62.4,0,5.38,0,22.6,1383.02,1683,931.005,161,43.6
2017. 9. 6,수,20000,9069.529412,340.0588235,98.172,1919.76,1578.05,1370.6,20.6,2,1.2,75.5,0,6.06,0,21.5,1383.02,1683,931.005,161,43.6
2017. 9. 7,목,20000,9069.529412,340.0588235,98.172,1919.75,1578.82,1370.67,22.4,0,1.4,73.3,7.6,14.01,0,24.3,1383.02,1683,931.005,161,43.6
2017. 9. 8,금,22000,9069.529412,340.0588235,98.172,1920.52,1580.07,1371.33,24.3,0,1.7,67.5,9.7,19.77,0,27.6,1383.02,1683,931.005,161,43.6
2017. 9. 11,월,24000,9069.529412,340.0588235,98.172,1921.68,1582.98,1374.07,21.2,24,1.7,79.8,1.9,8.17,0,22.6,1383.02,1683,931.005,161,43.6
2017. 9. 12,화,24000,9069.529412,340.0588235,98.172,1925.42,1587.23,1380.27,22.1,0,1.9,58.6,11.6,19.09,0,23.3,1383.02,1683,931.005,161,43.6
