date,weekdays,price,production,area,CPI,P.Gas,R.Gas,diesel,avg.temp,precipitation,wind.speed,avg.humid,t.sunhour,t.insolation,snow.depth,avg.gtemp,CHN.volume,USA.volume,ITA.volume,CHL.volume,ESP.volume
2018. 11. 27,화,15000,8127.411765,356.4117647,99.33,1911.72,1605.96,1471.06,7.1,0,1.5,65,1.1,4.62,0,5.2,735.002,2684,1103,285,24
2018. 11. 28,수,16000,8127.411765,356.4117647,99.33,1908.83,1600.63,1467.41,5,0,1.6,27.1,6.8,9.68,0,3.2,735.002,2684,1103,285,24
2018. 11. 29,목,16000,8127.411765,356.4117647,99.33,1905.73,1594.91,1464.07,3.5,0,1.3,41.4,0.2,2.81,0,1.3,735.002,2684,1103,285,24
2018. 11. 30,금,16000,8127.411765,356.4117647,99.33,1898.8,1589.93,1459.95,2.7,0,1.4,46.1,8.6,10.22,0,2.1,735.002,2684,1103,285,24
2018. 12. 3,월,16000,8127.411765,356.4117647,98.988,1895.34,1582.54,1454.38,11.5,9.5,1.4,87.4,0,0.65,0,9.4,574.001,2317.002,1348.2,0.004,84
2018. 12. 4,화,16000,8127.411765,356.4117647,98.988,1890.37,1576.01,1449.47,6.7,5,2.7,74.9,2.1,3.33,0,7.5,574.001,2317.002,1348.2,0.004,84
2018. 12. 5,수,15000,8127.411765,356.4117647,98.988,1885.64,1570.02,1444.39,0,0,1.5,39.5,3.1,6.33,0,0.8,574.001,2317.002,1348.2,0.004,84
2018. 12. 6,목,16000,8127.411765,356.4117647,98.988,1879.57,1566.8,1441.05,2.4,0,2.3,50.5,6.2,7.77,0,2.6,574.001,2317.002,1348.2,0.004,84
2018. 12. 7,금,0,8127.411765,356.4117647,98.988,1878.7,1562.13,1437.31,-7.3,0,3.8,37.1,8.7,10.91,0,-3.3,574.001,2317.002,1348.2,0.004,84
2018. 12. 10,월,16000,8127.411765,356.4117647,98.988,1874.61,1556.77,1433.12,-2.5,0,0.9,33.3,8,9.46,0,-2.3,574.001,2317.002,1348.2,0.004,84
2018. 12. 11,화,16000,8127.411765,356.4117647,98.988,1872.74,1551.71,1430.05,0.2,0,1.2,44.8,0.1,3.59,0,-0.6,574.001,2317.002,1348.2,0.004,84
2018. 12. 12,수,16000,8127.411765,356.4117647,98.988,1871.01,1549.62,1428.25,-1.9,0,2.2,39,8.7,10.42,0,-1,574.001,2317.002,1348.2,0.004,84
2018. 12. 13,목,12500,8127.411765,356.4117647,98.988,1869.33,1546.61,1426.33,-2.2,1.3,2,57.4,4.8,5.83,1.7,-0.6,574.001,2317.002,1348.2,0.004,84
2018. 12. 14,금,14000,8127.411765,356.4117647,98.988,1868.95,1543.9,1424.19,-4.4,0,1.7,44.3,8.7,10.4,0,-2.3,574.001,2317.002,1348.2,0.004,84
2018. 12. 17,월,14000,8127.411765,356.4117647,98.988,1867.16,1539.03,1420.62,1.6,0.3,1.8,60.1,8.3,8.92,0,0.7,574.001,2317.002,1348.2,0.004,84
2018. 12. 18,화,14000,8127.411765,356.4117647,98.988,1865.75,1535.22,1417.33,2.6,0,1.4,56.3,7.2,7.67,0,-0.4,574.001,2317.002,1348.2,0.004,84
2018. 12. 19,수,13000,8127.411765,356.4117647,98.988,1863.93,1532.04,1414.98,4,0,1.4,53.4,7.8,9.29,0,2.6,574.001,2317.002,1348.2,0.004,84
2018. 12. 20,목,14000,8127.411765,356.4117647,98.988,1861.31,1528.62,1412.21,3.4,0,0.9,45.5,7.5,8.78,0,2.1,574.001,2317.002,1348.2,0.004,84
2018. 12. 21,금,15000,8127.411765,356.4117647,98.988,1858.63,1523.66,1408.34,5.6,0,1.1,40.1,3.2,5.82,0,2.1,574.001,2317.002,1348.2,0.004,84
2018. 12. 24,월,15000,8127.411765,356.4117647,98.988,1856.47,1517.41,1401.85,-2.3,0,1.6,35.9,8.8,10.5,0,-0.2,574.001,2317.002,1348.2,0.004,84
2018. 12. 25,화,0,8127.411765,356.4117647,98.988,1850.1,1513.08,1397.83,0.6,0,1.2,53.4,3.1,5.67,0,-0.3,574.001,2317.002,1348.2,0.004,84
2018. 12. 26,수,14000,8127.411765,356.4117647,98.988,1848.38,1510.08,1394.84,-1.5,0,2.8,40.8,8.3,9.97,0,1.4,574.001,2317.002,1348.2,0.004,84
2018. 12. 27,목,13000,8127.411765,356.4117647,98.988,1848.03,1506.2,1392.46,-10.1,0,3.5,28.3,8.7,10.44,0,-4,574.001,2317.002,1348.2,0.004,84
2018. 12. 28,금,13000,8127.411765,356.4117647,98.988,1845.7,1504.2,1390.05,-10.5,0,2.5,33,8.7,10.36,0,-5.4,574.001,2317.002,1348.2,0.004,84
2018. 12. 31,월,12500,8127.411765,356.4117647,98.988,1843.54,1499.67,1386.7,-5.4,0,1.2,39.6,8.3,9.16,0,-4.5,574.001,2317.002,1348.2,0.004,84
2019. 1. 1,화,0,9748,335.7058824,98.884,1839.55,1493.43,1381.11,-5,0,2.1,49.5,7.5,7.84,0,-3.9,1819.5,2080,1013.079,386,110.05
2019. 1. 2,수,12500,9748,335.7058824,98.884,1834.43,1489.71,1376.81,-4.9,0,1.7,42.8,8.7,10.48,0,-3.3,1819.5,2080,1013.079,386,110.05
2019. 1. 3,목,14000,9748,335.7058824,98.884,1828.89,1485.02,1372.57,-3.5,0,1.4,38.8,8.7,10.28,0,-2.6,1819.5,2080,1013.079,386,110.05
2019. 1. 4,금,13000,9748,335.7058824,98.884,1826.51,1482.74,1370.87,-1.1,0,1.2,55.5,3.9,6.2,0,-1.4,1819.5,2080,1013.079,386,110.05
2019. 1. 7,월,13000,9748,335.7058824,98.884,1824.15,1477.96,1366.36,-1.9,0,1.4,46.4,7,8.71,0,-2,1819.5,2080,1013.079,386,110.05
2019. 1. 8,화,13000,9748,335.7058824,98.884,1822.56,1474.49,1362.97,-3.5,0,2.6,31,8.7,10.46,0,-2,1819.5,2080,1013.079,386,110.05
2019. 1. 9,수,13000,9748,335.7058824,98.884,1820.12,1472.66,1362.05,-4.7,0,1.3,28.8,7.4,8.47,0,-4.1,1819.5,2080,1013.079,386,110.05
2019. 1. 10,목,14000,9748,335.7058824,98.884,1817.61,1470.28,1360.01,-0.6,0,1.3,48.8,3.1,5.92,0,-0.7,1819.5,2080,1013.079,386,110.05
2019. 1. 11,금,13000,9748,335.7058824,98.884,1816.56,1468.61,1358.31,2.4,0,1,58.8,6.9,8.53,0,1.2,1819.5,2080,1013.079,386,110.05
2019. 1. 14,월,14000,9748,335.7058824,98.884,1818.88,1465.55,1355.48,1.4,0,0.9,68.6,0.4,6.03,0,-0.3,1819.5,2080,1013.079,386,110.05
2019. 1. 15,화,14000,9748,335.7058824,98.884,1815.81,1465.18,1355.25,-1.7,0,2.7,58.8,4.7,6.93,0,0.7,1819.5,2080,1013.079,386,110.05
2019. 1. 16,수,15000,9748,335.7058824,98.884,1813.38,1464.89,1355.18,-5.2,0,2.3,45.9,8.6,10.36,0,-1.8,1819.5,2080,1013.079,386,110.05
2019. 1. 17,목,14000,9748,335.7058824,98.884,1815.47,1463.56,1353.35,-0.3,0,1.7,45.8,8.7,11.07,0,0.7,1819.5,2080,1013.079,386,110.05
2019. 1. 18,금,15000,9748,335.7058824,98.884,1814.72,1462.18,1352.58,0.6,0,1.3,44,8.5,10.4,0,-0.3,1819.5,2080,1013.079,386,110.05
2019. 1. 21,월,15000,9748,335.7058824,98.884,1813.61,1461.21,1351.36,-1.2,0,1.6,57.8,1,3.07,0,-2.6,1819.5,2080,1013.079,386,110.05
2019. 1. 22,화,15000,9748,335.7058824,98.884,1811.97,1459.34,1349.73,1.7,0,1.7,62,8.5,9.85,0,-0.7,1819.5,2080,1013.079,386,110.05
2019. 1. 23,수,13000,9748,335.7058824,98.884,1812.08,1458.46,1348.95,2,0,2.3,48.9,8.6,10.85,0,1.3,1819.5,2080,1013.079,386,110.05
2019. 1. 24,목,14000,9748,335.7058824,98.884,1811.95,1457.81,1349.08,0.1,0,1.7,34.9,8.8,11.71,0,0.2,1819.5,2080,1013.079,386,110.05
2019. 1. 25,금,15000,9748,335.7058824,98.884,1810.87,1457.19,1347.82,-1.2,0,2.6,27.6,8.7,11.56,0,0,1819.5,2080,1013.079,386,110.05
2019. 1. 28,월,15000,9748,335.7058824,98.884,1808.98,1455.69,1346.56,1.2,0,3.1,40.4,8.7,11.76,0,2.1,1819.5,2080,1013.079,386,110.05
2019. 1. 29,화,15000,9748,335.7058824,98.884,1809.27,1455.42,1346.85,-0.2,0,1.5,35.5,8.7,11.87,0,0.3,1819.5,2080,1013.079,386,110.05
2019. 1. 30,수,16000,9748,335.7058824,98.884,1808.76,1453.94,1345.44,1.8,0,1.5,54.6,7.7,9.13,0,1.6,1819.5,2080,1013.079,386,110.05
2019. 1. 31,목,12500,9748,335.7058824,98.884,1807.03,1452.89,1344.68,-2,0,2.9,29,3.4,5.97,0,0.6,1819.5,2080,1013.079,386,110.05
2019. 2. 1,금,15000,9748,335.7058824,99.311,1807.29,1451.99,1344.48,-2.1,0.3,1.7,47.6,5.7,9.71,0.2,-2,982.008,807,819.3,611,87
2019. 2. 4,월,0,9748,335.7058824,99.311,1806.69,1450.87,1342.95,-0.6,0,2.1,40.4,8.6,12.74,0,1.4,982.008,807,819.3,611,87
2019. 2. 5,화,0,9748,335.7058824,99.311,1805.54,1450.75,1342.81,2.8,0,1,37.1,7.8,11.81,0,1.9,982.008,807,819.3,611,87
2019. 2. 6,수,0,9748,335.7058824,99.311,1803.66,1450.5,1342.71,5.1,0,1.3,54.9,3.3,6.87,0,2.5,982.008,807,819.3,611,87
2019. 2. 7,목,15000,9748,335.7058824,99.311,1804.91,1450.23,1342.54,-2.1,0.5,3.5,45.5,8.7,13.09,0,2.4,982.008,807,819.3,611,87
2019. 2. 8,금,16000,9748,335.7058824,99.311,1803.78,1449.51,1342.11,-6.1,0,2.3,31.5,8.4,12.08,0,-2.4,982.008,807,819.3,611,87
2019. 2. 11,월,15000,9748,335.7058824,99.311,1805.19,1448.48,1341.27,-3,0,2.3,34.9,9.4,14.53,0,-0.6,982.008,807,819.3,611,87
2019. 2. 12,화,12500,9748,335.7058824,99.311,1804.92,1447.5,1340.19,-0.6,0,1.9,35.5,8.5,12.34,0,1.2,982.008,807,819.3,611,87
2019. 2. 13,수,12500,9748,335.7058824,99.311,1804.76,1446.91,1339.46,-2.1,0,2.4,26.6,9.2,14.15,0,0.4,982.008,807,819.3,611,87
2019. 2. 14,목,15000,9748,335.7058824,99.311,1803.58,1445.88,1338.95,-0.5,0,1.4,24.3,9.2,14.39,0,1.2,982.008,807,819.3,611,87
2019. 2. 15,금,16000,9748,335.7058824,99.311,1803.79,1445.3,1338.63,-0.8,2.2,1.9,72.8,0,3.57,2.4,-0.2,982.008,807,819.3,611,87
2019. 2. 18,월,17000,9748,335.7058824,99.311,1803.6,1445.53,1338.87,0.9,0,1.3,43.5,5.6,10.19,0,-0.6,982.008,807,819.3,611,87
2019. 2. 19,화,15000,9748,335.7058824,99.311,1802.16,1444.62,1338.61,1.4,4.6,1.4,80.8,0.6,3.43,3.3,0,982.008,807,819.3,611,87
2019. 2. 20,수,16000,9748,335.7058824,99.311,1800.77,1444.82,1338.63,1.7,0,2.1,67.8,2.2,6.26,0.4,1.8,982.008,807,819.3,611,87
2019. 2. 21,목,15000,9748,335.7058824,99.311,1801.22,1445.22,1339.22,2.4,0,1.5,59.4,9.6,14.6,0,3.1,982.008,807,819.3,611,87
2019. 2. 22,금,16000,9748,335.7058824,99.311,1801.27,1444.91,1339.27,4,0,1.5,56.1,9.5,15.33,0,4,982.008,807,819.3,611,87
2019. 2. 25,월,16000,9748,335.7058824,99.311,1801.68,1445.72,1339.75,4.7,0,2.3,55.8,8,14.21,0,5.7,982.008,807,819.3,611,87
2019. 2. 26,화,16000,9748,335.7058824,99.311,1803.38,1447.59,1341.68,5.2,0,1.6,32.8,9.5,16.25,0,5.3,982.008,807,819.3,611,87
2019. 2. 27,수,16000,9748,335.7058824,99.311,1806.41,1449.38,1343.92,7.8,0,1.6,31.3,7.8,12.84,0,6.5,982.008,807,819.3,611,87
2019. 2. 28,목,16000,9748,335.7058824,99.311,1806.2,1449.75,1344.2,6.6,0,2,39.5,8.1,14.07,0,5.9,982.008,807,819.3,611,87
2019. 3. 1,금,0,9748,335.7058824,99.121,1806.58,1450.36,1345.03,6.6,0,2.1,42.3,9.9,15.38,0,6.1,1848,1466,877,426,190.3
2019. 3. 4,월,16000,9748,335.7058824,99.121,1807.57,1450.83,1345.46,9.9,0,1.9,46.1,9.2,14.87,0,10.5,1848,1466,877,426,190.3
2019. 3. 5,화,16000,9748,335.7058824,99.121,1808.27,1450.89,1345.84,8.4,0,2,66.3,2.5,9.21,0,8.7,1848,1466,877,426,190.3
2019. 3. 6,수,16000,9748,335.7058824,99.121,1808.49,1451.04,1345.76,8.4,0,2,55,3,10.39,0,9.1,1848,1466,877,426,190.3
2019. 3. 7,목,14000,9748,335.7058824,99.121,1806.99,1450.98,1345.81,7,0,2.2,51.1,10.1,15.76,0,9.9,1848,1466,877,426,190.3
2019. 3. 8,금,16000,9748,335.7058824,99.121,1806.58,1451.77,1346.89,6.1,0,1.9,39.4,10.7,18.67,0,8.2,1848,1466,877,426,190.3
2019. 3. 11,월,17000,9748,335.7058824,99.121,1807.29,1452.73,1348,6.6,0,1.8,61,3.6,9.72,0,8.1,1848,1466,877,426,190.3
2019. 3. 12,화,16000,9748,335.7058824,99.121,1808.48,1454.47,1348.87,3.9,0,2.7,55.1,1.8,5.15,0,3.3,1848,1466,877,426,190.3
2019. 3. 13,수,17000,9748,335.7058824,99.121,1810.52,1456.37,1351.25,3.5,0,3.3,38.5,10.1,17.87,0,6.6,1848,1466,877,426,190.3
2019. 3. 14,목,17000,9748,335.7058824,99.121,1811.27,1458.84,1353.63,5,0,1.9,45.3,7,14.02,0,5.9,1848,1466,877,426,190.3
2019. 3. 15,금,17500,9748,335.7058824,99.121,1812.92,1461.39,1355.72,5.5,3.5,1.6,72.8,2.8,9.93,0,10.9,1848,1466,877,426,190.3
2019. 3. 18,월,19000,9748,335.7058824,99.121,1813.56,1464.57,1358.75,7.1,0,1.4,43.8,8.7,16.33,0,8.3,1848,1466,877,426,190.3
2019. 3. 19,화,19000,9748,335.7058824,99.121,1815.74,1468.71,1361.39,10,0,1.4,52,8.3,15.01,0,10.3,1848,1466,877,426,190.3
2019. 3. 20,수,20000,9748,335.7058824,99.121,1818.98,1471.77,1363.85,10.3,16.5,1.4,79,0,4.38,0,8.6,1848,1466,877,426,190.3
2019. 3. 21,목,20000,9748,335.7058824,99.121,1820.11,1474.19,1365.65,7.1,3.3,2.9,77.4,3.9,7.51,0,8.3,1848,1466,877,426,190.3
2019. 3. 22,금,20000,9748,335.7058824,99.121,1821.05,1477.37,1368.84,3.3,0,2.8,40.9,11.1,21.87,0,5.5,1848,1466,877,426,190.3
2019. 3. 25,월,19000,9748,335.7058824,99.121,1824.88,1482.68,1374.45,7.3,0,2,56.1,1.7,7.53,0,5.9,1848,1466,877,426,190.3
2019. 3. 26,화,19000,9748,335.7058824,99.121,1827.16,1484.26,1375.54,11.4,0,2,51.1,9.9,20.42,0,13.1,1848,1466,877,426,190.3
2019. 3. 27,수,17500,9748,335.7058824,99.121,1828.06,1485.98,1377.17,11.6,0,3,66.4,3.4,10.84,0,11.6,1848,1466,877,426,190.3
2019. 3. 28,목,16000,9748,335.7058824,99.121,1828.31,1486.94,1378.56,9.4,0,2.6,49.9,9.9,18.21,0,12.3,1848,1466,877,426,190.3
2019. 3. 29,금,19000,9748,335.7058824,99.121,1828.1,1487.5,1378.74,9.2,0,2.1,33.1,10.5,21.22,0,13.3,1848,1466,877,426,190.3
2019. 4. 1,월,17500,9748,335.7058824,99.481,1826.85,1489.65,1380.89,5.5,0,2.5,39.8,11.7,23.42,0,8.1,1105,2238,865.002,870,85
2019. 4. 2,화,17500,9748,335.7058824,99.481,1828.59,1491.45,1382.84,6.7,0,2.2,36.9,11.7,22.96,0,9.7,1105,2238,865.002,870,85
2019. 4. 3,수,16000,9748,335.7058824,99.481,1831.65,1493.11,1384.56,7.6,0,2.3,36.1,11.7,22.61,0,11.1,1105,2238,865.002,870,85
2019. 4. 4,목,16000,9748,335.7058824,99.481,1832.73,1493.81,1384.82,9.2,0,2.5,43,11.7,22.72,0,12.4,1105,2238,865.002,870,85
2019. 4. 5,금,14000,9748,335.7058824,99.481,1834.13,1495.5,1386.81,11.4,0,2.9,41,9.3,20.11,0,14.2,1105,2238,865.002,870,85
2019. 4. 8,월,16000,9748,335.7058824,99.481,1837.14,1500.37,1390.93,11.6,0,2.5,25.6,10.9,23.74,0,15.4,1105,2238,865.002,870,85
2019. 4. 9,화,16500,9748,335.7058824,99.481,1839.35,1502.83,1393.04,9.2,17.4,2.4,49.1,0.8,5.64,0,10.3,1105,2238,865.002,870,85
2019. 4. 10,수,15000,9748,335.7058824,99.481,1841.79,1505,1395.29,7.1,5.6,1.8,78.4,1.1,6.98,0,8.6,1105,2238,865.002,870,85
2019. 4. 11,목,15000,9748,335.7058824,99.481,1843.42,1507.59,1396.93,9.5,0,1.9,58,9.8,20.94,0,10.3,1105,2238,865.002,870,85
2019. 4. 12,금,15000,9748,335.7058824,99.481,1846.16,1509.84,1398.95,11.4,0,2.2,48.5,11.4,23.73,0,14.3,1105,2238,865.002,870,85
2019. 4. 15,월,15000,9748,335.7058824,99.481,1849.31,1515.22,1404.67,11.6,0,1.8,30.9,12.1,24.07,0,13.4,1105,2238,865.002,870,85
2019. 4. 16,화,14000,9748,335.7058824,99.481,1855.6,1520.82,1409.1,14.9,0,1.6,26.3,11.5,23.58,0,15.9,1105,2238,865.002,870,85
2019. 4. 17,수,15000,9748,335.7058824,99.481,1857.87,1524.52,1412.22,15.3,0,1.9,37.5,12.2,24.94,0,18,1105,2238,865.002,870,85
2019. 4. 18,목,14000,9748,335.7058824,99.481,1859.52,1526.92,1414.51,12.6,0,2,74.4,1.5,5.88,0,12.5,1105,2238,865.002,870,85
2019. 4. 19,금,15000,9748,335.7058824,99.481,1860.46,1529.56,1415.72,13.8,0,1.6,57.5,5.9,15.84,0,17.1,1105,2238,865.002,870,85
2019. 4. 22,월,13500,9748,335.7058824,99.481,1865.39,1535.17,1418.88,19.3,0,1.4,50.6,11.1,23.42,0,21.6,1105,2238,865.002,870,85
2019. 4. 23,화,12500,9748,335.7058824,99.481,1865.91,1537.67,1420.83,20.4,0,1.3,52,4.2,13.14,0,20.3,1105,2238,865.002,870,85
2019. 4. 24,수,11500,9748,335.7058824,99.481,1868.85,1540.99,1422.89,19.5,4.1,1.6,70.4,8,18.91,0,21,1105,2238,865.002,870,85
2019. 4. 25,목,12500,9748,335.7058824,99.481,1869.69,1543.68,1425.36,13.2,11.3,2,75.9,0,3.48,0,14,1105,2238,865.002,870,85
2019. 4. 26,금,11500,9748,335.7058824,99.481,1870.97,1545.45,1427.12,8.4,4.9,1.5,82.1,0,3.51,0,10.2,1105,2238,865.002,870,85
2019. 4. 29,월,10000,9748,335.7058824,99.481,1874.65,1550.21,1430.09,13,0,0.9,52.9,3.3,9.81,0,12.3,1105,2238,865.002,870,85
2019. 4. 30,화,10000,9748,335.7058824,99.481,1875.49,1553.62,1432.88,15.5,0,1.6,52.8,11.2,21.75,0,18.1,1105,2238,865.002,870,85
2019. 5. 1,수,0,9748,335.7058824,99.652,1877.83,1556.58,1435.47,16.4,0,2.3,48.9,10.9,24.41,0,20.2,882.02,1929.004,634.3,1359,117
2019. 5. 2,목,10000,9748,335.7058824,99.652,1879.69,1558.77,1437.59,17.1,0,2.3,28.5,12.7,27.27,0,21.3,882.02,1929.004,634.3,1359,117
2019. 5. 3,금,10000,9748,335.7058824,99.652,1880.32,1561.17,1439.71,17.9,0,1.6,37.5,12.4,25.59,0,21.9,882.02,1929.004,634.3,1359,117
2019. 5. 6,월,0,9748,335.7058824,99.652,1884.08,1565.1,1443.18,14.5,0,3.1,27.1,12.8,28.25,0,22.8,882.02,1929.004,634.3,1359,117
2019. 5. 7,화,11000,9748,335.7058824,99.652,1906.27,1596.14,1466.84,15,0,2.3,33.4,12.9,27.02,0,22.1,882.02,1929.004,634.3,1359,117
2019. 5. 8,수,10000,9748,335.7058824,99.652,1913.18,1605.28,1472.83,15.6,0,2.3,48.3,12.2,23.39,0,21.3,882.02,1929.004,634.3,1359,117
2019. 5. 9,목,10000,9748,335.7058824,99.652,1917.08,1608.35,1474.25,16.6,0,2.2,43.3,12.1,25.46,0,23.9,882.02,1929.004,634.3,1359,117
2019. 5. 10,금,11500,9748,335.7058824,99.652,1918.09,1609.44,1475.2,17.8,0,1.9,48,12.3,25.19,0,24.4,882.02,1929.004,634.3,1359,117
2019. 5. 13,월,10000,9748,335.7058824,99.652,1921.72,1613.13,1477.95,18.7,0,1.6,43.4,1,8.51,0,19.2,882.02,1929.004,634.3,1359,117
2019. 5. 14,화,9000,9748,335.7058824,99.652,1922.36,1613.91,1478.94,19.6,0,1.6,44.5,13,25.35,0,25.8,882.02,1929.004,634.3,1359,117
2019. 5. 15,수,9000,9748,335.7058824,99.652,1921.8,1614.49,1479.99,20.7,0,1.7,48.1,8.4,21.24,0,26.8,882.02,1929.004,634.3,1359,117
2019. 5. 16,목,11000,9748,335.7058824,99.652,1921.97,1615.74,1480.17,23.5,0,1.5,43.8,12.5,25.19,0,29.9,882.02,1929.004,634.3,1359,117
2019. 5. 17,금,9000,9748,335.7058824,99.652,1923.29,1616.35,1480.99,23.6,0,1.2,44.9,4.2,14.72,0,26.1,882.02,1929.004,634.3,1359,117
2019. 5. 20,월,9000,9748,335.7058824,99.652,1926.18,1618.34,1481.48,16.4,8.7,3.4,63.6,10.5,24.95,0,18.6,882.02,1929.004,634.3,1359,117
2019. 5. 21,화,8500,9748,335.7058824,99.652,1930.22,1621.3,1484.01,17.2,0,2.9,52,13.1,28.89,0,21.8,882.02,1929.004,634.3,1359,117
2019. 5. 22,수,9000,9748,335.7058824,99.652,1930.94,1622.62,1485.41,19.5,0,2.4,46,12.6,27.5,0,25.1,882.02,1929.004,634.3,1359,117
2019. 5. 23,목,8000,9748,335.7058824,99.652,1930.56,1623.69,1486.61,22.1,0,1.7,45,13.2,27.36,0,28.5,882.02,1929.004,634.3,1359,117
2019. 5. 24,금,8000,9748,335.7058824,99.652,1931.35,1624.41,1487.8,24.2,0,1.7,46.4,12.7,26.13,0,30.6,882.02,1929.004,634.3,1359,117
2019. 5. 27,월,8000,9748,335.7058824,99.652,1932.36,1625.28,1488.16,17.8,7.1,2.4,80.9,0,2.33,0,18.2,882.02,1929.004,634.3,1359,117
2019. 5. 28,화,9000,9748,335.7058824,99.652,1931.91,1625.6,1488.83,18.1,0,2.6,45.9,13,28.01,0,21.8,882.02,1929.004,634.3,1359,117
2019. 5. 29,수,8000,9748,335.7058824,99.652,1932.31,1625.91,1488.92,20.3,0,2,48.4,13.3,28.48,0,26.2,882.02,1929.004,634.3,1359,117
2019. 5. 30,목,8000,9748,335.7058824,99.652,1932.49,1626.37,1488.78,19.6,0,2.4,48,7,18.28,0,23.8,882.02,1929.004,634.3,1359,117
2019. 5. 31,금,8500,9748,335.7058824,99.652,1933.13,1625.83,1488.45,19.1,0,2.8,49.6,12.3,27.46,0,26.5,882.02,1929.004,634.3,1359,117
2019. 6. 3,월,8000,9748,335.7058824,99.491,1933.7,1624.94,1487.07,23.1,0,1.8,42.9,12.3,25.57,0,30.1,852.01,3081,912.2,77,102
2019. 6. 4,화,8000,9748,335.7058824,99.491,1931.48,1623.61,1485.94,22.6,0,2.2,56.4,12.8,26.21,0,29.9,852.01,3081,912.2,77,102
2019. 6. 5,수,8500,9748,335.7058824,99.491,1930.94,1622.1,1484.68,23,0,1.8,63.8,8.9,24.14,0,31.4,852.01,3081,912.2,77,102
2019. 6. 6,목,0,9748,335.7058824,99.491,1929.8,1620.74,1483.56,21.2,7.5,1.2,75.9,0,5.33,0,22.4,852.01,3081,912.2,77,102
2019. 6. 7,금,8500,9748,335.7058824,99.491,1928.29,1618.98,1482.06,20,35.3,1.9,77.3,3.7,13.41,0,21,852.01,3081,912.2,77,102
2019. 6. 10,월,8500,9748,335.7058824,99.491,1928.43,1616.26,1479.23,18.4,9.5,1.6,70.3,0.6,11.01,0,19.7,852.01,3081,912.2,77,102
2019. 6. 11,화,8500,9748,335.7058824,99.491,1924.39,1613.55,1476.55,20.5,0,1.4,51.1,10.7,21.58,0,21.9,852.01,3081,912.2,77,102
2019. 6. 12,수,8500,9748,335.7058824,99.491,1923.43,1610.87,1474.33,21.5,0,1.8,57.1,13,25.26,0,24.4,852.01,3081,912.2,77,102
2019. 6. 13,목,8000,9748,335.7058824,99.491,1922.93,1608.73,1472.48,23,0,1.7,51.9,12.3,27.4,0,27.2,852.01,3081,912.2,77,102
2019. 6. 14,금,8000,9748,335.7058824,99.491,1921.44,1605.8,1469.71,23,0,1.8,54.8,6.1,19.46,0,27,852.01,3081,912.2,77,102
2019. 6. 17,월,8000,9748,335.7058824,99.491,1919.15,1602.44,1467.02,21.7,0,2.3,59.1,12.7,25.36,0,28.2,852.01,3081,912.2,77,102
2019. 6. 18,화,8000,9748,335.7058824,99.491,1916.28,1600.62,1465.29,20.8,13.8,1.5,78.6,2,11.26,0,22.5,852.01,3081,912.2,77,102
2019. 6. 19,수,7500,9748,335.7058824,99.491,1916.64,1598.15,1463.16,21.4,0.2,1.9,77.8,0.9,11.24,0,23,852.01,3081,912.2,77,102
2019. 6. 20,목,7500,9748,335.7058824,99.491,1914.58,1596.82,1461.48,22.7,0,1.9,70.6,6.9,20.91,0,25.9,852.01,3081,912.2,77,102
2019. 6. 21,금,7500,9748,335.7058824,99.491,1914.12,1595.03,1460.21,22.1,0.2,1.7,72.9,3.4,12.51,0,25.2,852.01,3081,912.2,77,102
2019. 6. 24,월,7000,9748,335.7058824,99.491,1912.49,1592,1457.6,25.2,0,2,46.9,13.6,27.57,0,32.4,852.01,3081,912.2,77,102
2019. 6. 25,화,6500,9748,335.7058824,99.491,1911.08,1591.12,1457.19,25.6,0,1.6,49.1,13.4,27.13,0,32.6,852.01,3081,912.2,77,102
2019. 6. 26,수,6500,9748,335.7058824,99.491,1910.77,1590.33,1456.2,25.5,0,1.3,52.6,1.1,12.11,0,29.3,852.01,3081,912.2,77,102
2019. 6. 27,목,7000,9748,335.7058824,99.491,1910.17,1589.66,1455.66,25.5,1.4,1.4,70.5,3.9,14.79,0,29.5,852.01,3081,912.2,77,102
2019. 6. 28,금,7000,9748,335.7058824,99.491,1909.61,1589.46,1455.54,24.7,0,1.7,67.3,2.4,10.92,0,29.6,852.01,3081,912.2,77,102
2019. 7. 1,월,7000,9748,335.7058824,99.187,1906.96,1587.53,1453.48,23.9,0,2.3,64.4,10.9,20.33,0,29.6,1386.06,2442,911,281,99.5
2019. 7. 2,화,7000,9748,335.7058824,99.187,1907.29,1586.93,1453.1,24.4,0,2.3,63.5,11.9,21.13,0,30,1386.06,2442,911,281,99.5
2019. 7. 3,수,7000,9748,335.7058824,99.187,1907.62,1586.68,1453,24.1,0,1.7,64.6,3.3,12.62,0,26.9,1386.06,2442,911,281,99.5
2019. 7. 4,목,7000,9748,335.7058824,99.187,1908.89,1586.1,1451.93,25.4,0,1.9,59.6,12.7,27.41,0,32.8,1386.06,2442,911,281,99.5
2019. 7. 5,금,8000,9748,335.7058824,99.187,1907.97,1585.39,1451.32,27.6,0,1.5,42.1,11.8,24.78,0,32,1386.06,2442,911,281,99.5
2019. 7. 8,월,8000,9748,335.7058824,99.187,1905.89,1585.05,1451.34,25.1,0,2,46.6,9.3,20.54,0,32.9,1386.06,2442,911,281,99.5
