지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 지면온도(°C)
159,부산,2018. 8. 30,27.5,0.7,5.5,81.6,7.7,,,31
159,부산,2018. 8. 31,26,37.7,4.5,83.9,1.9,,,27.3
159,부산,2018. 9. 1,21.6,82.8,2.8,86.4,0.3,,,23.6
159,부산,2018. 9. 2,22.8,3.3,2.8,80.9,2.6,,,24.7
159,부산,2018. 9. 3,24.7,57.2,4,92.6,0.2,,,24.9
159,부산,2018. 9. 4,25.1,0,2.9,76.9,5.9,,,27.7
159,부산,2018. 9. 5,24.3,,4,67.6,11.4,,,27.2
159,부산,2018. 9. 6,23.8,0,2.7,68.3,0,,,24.3
159,부산,2018. 9. 7,21.7,15.6,4.2,86.9,0.6,,,23.7
159,부산,2018. 9. 8,21.3,0,2.3,70.9,0.2,,,21.4
159,부산,2018. 9. 9,22.3,,3.3,68.9,4.5,,,23.6
159,부산,2018. 9. 10,21.5,,3.5,61.5,11,,,24.1
159,부산,2018. 9. 11,21.2,,3.9,65.1,7.5,,,22.5
159,부산,2018. 9. 12,23.2,,3.2,73.3,8.3,,,27.2
159,부산,2018. 9. 13,21.8,8.6,3.1,89.3,0,,,22.8
159,부산,2018. 9. 14,21.8,47.7,2.7,96.3,0.1,,,23
159,부산,2018. 9. 15,22.6,1.4,2.1,89.5,0.1,,,23.8
159,부산,2018. 9. 16,24.9,,2.8,80.1,10.2,20.43,,27.5
159,부산,2018. 9. 17,23.8,,2,74.6,7.8,15.39,,25.9
159,부산,2018. 9. 18,24,,2.3,79.9,10.6,21.9,,27.8
159,부산,2018. 9. 19,23.2,0,2.1,84.4,3.5,12.13,,25.9
159,부산,2018. 9. 20,20.6,11.4,2.7,91.3,0,4.69,,22.2
159,부산,2018. 9. 21,20.7,27.2,2.6,92.1,0,2.23,,21.5
159,부산,2018. 9. 22,22.4,,2.7,75.8,9.5,19.96,,24.3
159,부산,2018. 9. 23,22.3,,2.3,70.1,6.9,15.49,,23.1
159,부산,2018. 9. 24,19.6,,2.9,49.9,0.1,10.51,,19.1
159,부산,2018. 9. 25,19.8,,2.9,59.8,11.3,21.66,,21.7
159,부산,2018. 9. 26,20,2.4,3.8,63.8,5.9,13.25,,20.7
159,부산,2018. 9. 27,19.6,,3.7,61,10.8,15.39,,21
159,부산,2018. 9. 28,19.9,0,3.2,66.4,7.8,16.52,,22.6
159,부산,2018. 9. 29,18,37.1,2.6,90.3,0,1.5,,18.5
159,부산,2018. 9. 30,19.6,13.7,2.9,71.3,5,11.92,,20.9
159,부산,2018. 10. 1,17.9,,4,52.9,10,17.7,,17.4
159,부산,2018. 10. 2,17.3,,0.6,65.4,11.1,18.68,,18.8
159,부산,2018. 10. 3,18.6,,0.3,63.6,10.6,20.45,,20.5
159,부산,2018. 10. 4,20.1,1.1,2.5,71.9,6.1,13.14,,20.2
159,부산,2018. 10. 5,19.5,51.3,2.8,96.6,0,2.47,,20
159,부산,2018. 10. 6,21.6,67.4,6.1,86,2.1,5.06,,21.9
159,부산,2018. 10. 7,20.8,,2,72.6,9.4,18.27,,21.7
159,부산,2018. 10. 8,18.6,,2,52.5,10.6,19.28,,19.5
159,부산,2018. 10. 9,18.1,0,1.6,63.6,2.5,9.29,,18.6
159,부산,2018. 10. 10,17.1,0,2,64.1,2.8,9.96,,18.7
159,부산,2018. 10. 11,13.3,,2.2,44.1,8.1,14.88,,14.8
159,부산,2018. 10. 12,13.9,,0.9,55,10.6,19.51,,19.2
159,부산,2018. 10. 13,16.1,,1.3,63.6,5.8,12.56,,17.7
159,부산,2018. 10. 14,17.1,,0.8,61.5,9.8,16.73,,19.4
159,부산,2018. 10. 15,17.2,,0.7,57.3,9.7,16.95,,20.2
159,부산,2018. 10. 16,16.1,,0.6,67.5,1.9,7.58,,17.1
159,부산,2018. 10. 17,16.5,,1.3,67.8,10.2,15.88,,19.1
159,부산,2018. 10. 18,15.9,,1.4,55.8,10.4,17.1,,19.8
159,부산,2018. 10. 19,15.5,,1.8,58.5,10.3,17.18,,19.4
159,부산,2018. 10. 20,15.5,,0.5,59.5,10.2,18.1,,18.9
159,부산,2018. 10. 21,16.2,,0.5,58.8,10.4,18.06,,19
159,부산,2018. 10. 22,17.1,,0.6,69.9,6.6,11.5,,18.4
159,부산,2018. 10. 23,18,0,1.8,64.4,8.3,13.14,,20.6
159,부산,2018. 10. 24,15.7,,1.4,57.6,10.5,17.45,,19.3
159,부산,2018. 10. 25,16.5,,1.1,60.4,10.3,16.79,,18.8
159,부산,2018. 10. 26,15.9,3.9,2,76.8,0.2,3.21,,15.1
159,부산,2018. 10. 27,13,,3.7,50.3,8.8,11.19,,13.3
159,부산,2018. 10. 28,13.8,,4.6,56,10,15.69,,14.7
159,부산,2018. 10. 29,14.4,0,4.2,53.4,7.7,11.78,,14.7
159,부산,2018. 10. 30,10.8,,2.9,49,10.4,17.25,,14.8
159,부산,2018. 10. 31,11.6,,2.9,48.3,10.4,16.33,,15.3
159,부산,2018. 11. 1,11.5,,2.7,51.3,10.2,16.14,,14.5
159,부산,2018. 11. 2,13.3,,1.2,53.4,10.2,16.16,,15.1
